InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
ACACA,ACACA,GH17J037405,Promoter/Enhancer,250.6673,Ensembl||ENCODE||CraniofacialAtlas||EPDnew,130,0,SP1||MYC||ZNF600||ZNF592||POLR2A||CEBPA||ZSCAN16||ZIC2||ZBTB10||YY1||MXD4||NONO||CEBPB||SMAD5||SIN3A||HES1||BHLHE40||FEZF1||MBD2||TBP||MNT||KLF7||ZNF148||MAX||KMT2B||NFATC3||TAF9B||REST||KLF9||NBN||SP2||SMAD4||RXRA||SAP130||NKRF||ELF1||DMAP1||GABPB1||EBF1||SMARCA5||SKIL||KLF16||TAF1||HLTF||ZSCAN5A||ZBTB48||CBX1||SUPT5H||ZNF2||SMARCA4||SPI1||GTF2F1||ETV1||ZFP37||HNF4A||EP400||SCRT1||ZEB2||HBP1||ZC3H8||ZBTB33||RBPJ||IKZF1||NRF1||ZNF48||RB1||ZNF362||RFX5||HDGF||ZNF664||NR2F1||RLF||HNRNPL||MTA3||RBM39||NFE2L2||GATA4||BACH1||STAT1||GLIS1||ELF3||ZBTB40||SP7||ZNF18||CEBPG||KLF1||L3MBTL2||PRDM4||LARP7||ZFP69B||NFIA||HDAC1||ZNF384||ZNF217||ARID4B||NR2F6||ZFX||ZNF561||PHF20||GMEB1||KLF10||KLF5||NR2C1||ZNF580||CTCF||SMARCE1||SP3||ZBTB8A||ZSCAN4||E2F4||ZNF324||ZXDB||ATF1||MLLT1||ZNF629||TGIF2||ZNF692||GATAD2A||KDM1A||ZNF660||SP5||OSR2||ZNF687||XRCC5||CDC5L||TARDBP||PATZ1||RNF2||CHD2||CTBP1||TRIM22||GFI1B||CREM||MZF1||ZBTB17||ZNF558||GLIS2||EED||NFRKB||TFDP1||IKZF2||TCF12||PRDM10||ZNF24||PHF8||DPF2||ZHX2||KLF8||TCF7||BCOR||ATF7||ZNF501||LEF1||ZSCAN29||POLR2B||ZNF138||MTA2||RBFOX2||RELB||ZFHX2||ZBTB20||ZNF121||GATAD2B||AFF1||ZNF184||KLF17||CHD1||EGR1||ZNF335||HIC1||PML||SCRT2||MAZ||ZBTB2||MIER1||MGA||WT1||HDAC2||ZBTB26||GMEB2||E2F1,C17orf78||DDX52||DUSP14||SYNRG||TADA2A||ENSG00000273965||HSALNG0116100||lnc-HNF1B-3||lnc-SYNRG-1,17,37405000,37408412
ACACA,ACACA,GH17J037404,Promoter,0.6672701,Ensembl,2135,1,,C17orf78||MRPL45||ENSG00000276054||lnc-HNF1B-3||lnc-SYNRG-1,17,37404600,37404801
ACACA,ACACA,GH17J037399,Enhancer,0.4428639,Ensembl,7335,1,ZNF10||CEBPB||RFX5||JUND||FOS||SCRT2,C17orf78||TADA2A||ENSG00000276054||lnc-HNF1B-3||lnc-SYNRG-1,17,37399201,37399801
ACACA,ACACA,GH17J037397,Enhancer,0.4428639,ENCODE,8974,1,BCLAF1||ZNF654||CEBPA||ZNF10||CTCF||CEBPB||REST||TRIM22||HOMEZ||ZNF513||ARNT||PRDM1||NBN||RAD21||SMC3||TEAD3||BCL6||SMARCA4||ZNF2||HNF4A||SCRT1||ZNF384||JUND||ZNF362||HDGF||SP7||CEBPG||RCOR1||ARID3A||BCL6B||TARDBP||ARID2||KDM1A||ATF3||MIXL1||GATAD2A||FOS||PATZ1||CTBP1||MTA2||YY1||KAT8||HNF4G||IKZF2||TCF12||ZNF143||ZFHX2||SCRT2||MLLT1,C17orf78||ENSG00000276054||lnc-HNF1B-3||lnc-SYNRG-1,17,37397787,37397936
ACACA,ACACA,GH17J037391,Enhancer,0.4108211,Ensembl||ENCODE,14854,1,ZNF600||ZNF10||IRF4||EBF1||BATF||IKZF1||ZNF362||ATF2||JUNB||SP7||ZNF18||ZNF217||ZNF366||ZNF629||OSR2||IKZF2||RAD51||MTA2||ZBTB17||EED||TCF12||RUNX3||RELB||HIC1,C17orf78||DDX52||ENSG00000276054||lnc-HNF1B-3||lnc-SYNRG-1,17,37391002,37392962
ACACA,ACACA,GH17J037388,Enhancer,0.3721573,Ensembl,18236,1,FOS,C17orf78||TADA2A||ENSG00000276054||lnc-HNF1B-3||lnc-SYNRG-1,17,37388400,37388800
ACACA,ACACA,GH17J037429,Enhancer,12.56616,Ensembl||ENCODE||dbSUPER,-23416,4,ZNF600||ZNF592||ATF2||ZIC2||JUND||ZFP91||MAFK||EP400||ZNF24||CAVIN1||ATF4||ZNF518A||JUNB||ZBTB21||SP7||ZFP69B||CEBPB||IKZF1||ZNF324||TARDBP||ATF1||ATF3||ZSCAN21||ZNF629||CREM||ZBTB17||IKZF2||DPF2||RUNX3||ATF7||GATAD2A||POLR2A||ZBTB20||PRDM1||ZNF335||CEBPG,C17orf78||DDX52||DUSP14||SYNRG||TADA2A||HSALNG0116100||HSALNG0116104||lnc-HNF1B-3||piR-41306-113,17,37429069,37431434
ACACA,ACACA,GH17J037385,Enhancer,0.3511966,ENCODE,21334,2,FOXA2,C17orf78||DDX52||DUSP14||TADA2A||ENSG00000276054||lnc-HNF1B-3||piR-39858-273,17,37384802,37386202
ACACA,ACACA,GH17J037386,Enhancer,0.3511966,Ensembl,22135,2,FOXA2||PRDM6,C17orf78||ENSG00000276054||lnc-HNF1B-3||piR-39858-273,17,37384601,37384800
ACACA,ACACA,GH17J037384,Enhancer,0.3511966,FANTOM5,22271,2,FOXA2||PRDM6,C17orf78||ENSG00000276054||lnc-HNF1B-3||piR-39858-273,17,37384560,37384569
