InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
LRTOMT,LRTOMT,GH11J072075,Promoter/Enhancer,4.981995,ENCODE||Ensembl,-4905,1,CTCF||SPI1,ENSG00000284922||MIR3165||NUMA1||lnc-NUMA1-3||IL18BP,11,72075181,72075683
LRTOMT,LRTOMT,GH11J072077,Promoter/Enhancer,255.2975,ENCODE||EPDnew||Ensembl||CraniofacialAtlas,522,3,DPF2||HCFC1||POLR2A||SP1||ATF2||JUND||SIX5||NCOR1||RCOR1||BRCA1||YY1||ZBTB10||ZNF207||MAZ||CEBPB||CHD2||CTCF||MBD2||NONO||ELK1||MNT||SIN3A||TBP||ZNF217||MAX||ZSCAN16||ARNT||NR2C1||MXD4||SMAD5||KMT2B||ELF1||HES1||BHLHE40||ETS1||SAP130||KLF9||ZNF511||MAFF||SP2||ZBTB7B||RFX5||DEAF1||THAP11||GABPA||NKRF||ZBTB33||REST||ZNF316||NBN||RXRA||SKIL||ETV4||KAT7||FOSL2||TAL1||USF2||MYNN||RBM22||ZKSCAN1||DRAP1||E4F1||ZFP91||ZNF143||DMAP1||ASH2L||MAFK||CREM||ATF1||SUPT5H||ZBTB40||ZBTB48||SPI1||SUZ12||BCL11B||KLF16||HDAC2||ZZZ3||MYC||PKNOX1||PRDM10||ZNF24||EP400||FOXK2||FOXM1||ZNF2||ZEB2||NRF1||MAFG||NCOA1||SMARCE1||TCF12||IKZF1||RB1||BMI1||ZNF664||MTA2||GATAD1||HBP1||HDGF||RBPJ||RAD21||MTA3||TAF1||CHD1||ZNF362||SIN3B||ATF4||ZNF518A||RFX1||TOE1||NR2F6||ZBTB21||NFYC||BACH1||GLIS1||ZNF398||ZFP69B||TEAD4||HNF4A||E2F7||CSDE1||MEIS2||ELF3||ZFX||SP7||CEBPG||L3MBTL2||KLF5||HDAC1||GABPB1||ZNF366||ZNF384||ARID1B||ZNF561||ARID4B||E2F4||ZNF507||KLF10||CREB1||ATF3||ZSCAN21||PHF21A||ZBTB12||SP3||MIXL1||ZBTB8A||DACH1||TARDBP||EGR2||GATAD2A||GTF2F1||XRCC5||HNRNPL||NFKBIZ||TGIF2||ZNF629||CBFA2T2||U2AF2||ZNF692||KDM1A||KDM4B||ZHX2||CDC5L||IKZF2||KAT8||TRIM24||MZF1||ATF7||ZBTB17||ZNF579||E2F8||NFRKB||TFDP1||EED||EGR1||SMARCA5||PHF8||EP300||POLR2B||RELB||RUNX3||FOXA3||RFX3||RFXANK||ZBTB20||ZNF121||ZBTB11||HMBOX1||CBFA2T3||NR2F2||MEF2D||RBFOX2||ZFHX2||PML||BCLAF1||ZGPAT||MLLT1||TEAD1||EMSY||SMARCA4||ZBTB26||GATAD2B||ZNF335||ZNF444||NR2F1||SCRT2||E2F1,ENSG00000284922||HSALNG0085522||LRRC51||NUMA1||lnc-NUMA1-3||HSALNG0085523||LAMTOR1||IL18BP||LOC100128494||OR7E128P||LOC100133315||RNF121||FAM86C1P||ZNF705E||NADSYN1,11,72077911,72083807
LRTOMT,LRTOMT,GH11J072084,Enhancer,0.4455235,Ensembl||dbSUPER,5972,3,RAD51||EGR2||ZNF24||USF2||USF1,HSALNG0085523||HSALNG0085524||ENSG00000284922||LRRC51||HSALNG0085522||NUMA1||LAMTOR1||ANAPC15||LOC100128494||IL18BP||PHOX2A||RNF121||FAM86C1P,11,72085401,72087216
LRTOMT,LRTOMT,GH11J072068,Promoter/Enhancer,4.53595,ENCODE||EPDnew||Ensembl||FANTOM5,-10480,2,POLR2A||JUND||ATF3||ZNF600||YY1||ZNF592||CEBPB||MAX||RAD21||RFX5||SMC3||EBF1||TBP||RXRA||USF2||ZBTB33||IKZF1||HNF4A||NR2F1||SP1||ZBED1||SPI1||EGR2||FOS||ZNF687||IKZF2||PRDM10||EED||RELB||RUNX3||GATAD2B||NR2F2||EGR1||EP300||PRDM1||SCRT2,MIR3165||lnc-NUMA1-3||NUMA1||ENSG00000284922||RF00026-188||IL18BP||FAM86C1P,11,72068400,72071314
LRTOMT,LRTOMT,GH11J072091,Enhancer,5.037268,ENCODE||Ensembl||dbSUPER,11264,7,POLR2A||KLF17||CTCF||REST||ZNF592||MAZ||ZNF654||TRIM22||SSRP1||ZNF217||ZNF341||NR2C1||ELF1||HOMEZ||RAD21||ZNF511||SIN3A||MIER3||THAP11||SMC3||NBN||RBM22||JUND||SPI1||PRDM10||ESRRA||ZNF189||MLLT1||IKZF1||HNF4A||EGR1||NR2F1||ZNF48||ZNF792||ZNF143||ZFP69B||RXRB||IKZF5||CREM||HDAC1||GABPB1||ARID4B||ARID2||TARDBP||XRCC5||ZNF629||ZNF687||IKZF2||YY1||CTBP1||RXRA||MTA3||CBX3||RUNX3||CC2D1A||ETV6||HMBOX1||NR2F2||CHD1||GATAD2B||PRDM1||ZNF335||ZNF444||BCLAF1||ERF,HSALNG0085526||HSALNG0085527||HSALNG0085528||LRRC51||HSALNG0085522||LAMTOR1||NUMA1||ENSG00000284922||OR7E128P||FAM86C1P,11,72089602,72093599
LRTOMT,LRTOMT,GH11J072058,Enhancer,11.55128,ENCODE||Ensembl,-21424,2,ZNF600||ZNF664||REST||OSR2||CEBPB,MIR3165||RF00026-188||ENSG00000284922||LRRC51||lnc-NUMA1-3||NUMA1||IL18BP||OR7E128P||FAM86C1P,11,72058215,72059611
LRTOMT,LRTOMT,GH11J072098,Promoter/Enhancer,15.5207,ENCODE||EPDnew||Ensembl||CraniofacialAtlas||dbSUPER,21472,11,HCFC1||SP1||POLR2A||NCOR1||CTCF||RCOR1||KLF9||BRCA1||YY1||ZBTB10||REST||ZNF207||MAZ||ZNF592||MBD2||NONO||ELK1||TARDBP||TRIM22||MNT||SIN3A||ZMYM3||SSRP1||TBP||ZNF217||MAX||NR2C1||KLF7||CHD4||MXD4||RAD51||SMAD5||KMT2B||ELF1||TAF9B||BHLHE40||ETS1||ZNF610||FOXA2||SAP130||ZNF511||HOMEZ||SP2||THAP11||GABPA||SMC3||NKRF||SIN3B||SMARCA5||ZNF316||CBFB||ETV4||KAT7||PAX8||FOSL2||USF2||MYNN||DRAP1||TEAD3||DMAP1||NUFIP1||THRB||MBD1||ATF1||KDM5A||SUPT5H||PTBP1||ZBTB40||RAD21||SPI1||GTF2F1||BCL11B||ZNF318||KLF16||ZZZ3||MYC||TAF1||EHMT2||PKNOX1||KDM1A||EP400||FOXK2||FOXA1||SMARCA4||MAFG||ZC3H8||PAX5||TCF12||IKZF1||NFATC1||EGR1||MTA2||GATAD1||NR2F1||TAF7||RBPJ||MAFK||ZNF48||CHD1||ZNF792||ZNF518A||RBBP5||ARNT||TOE1||NFYC||BACH1||GLIS1||RLF||MAFF||CREM||DPF2||ZFX||KLF1||SP7||PHF20||L3MBTL2||SREBF1||KLF5||KDM3A||HDAC1||ZNF580||TEAD2||GABPB1||ARID1B||ARID4B||GMEB1||E2F4||NFATC3||ZNF687||KLF10||CREB1||MLLT1||ZNF644||MLX||ATF3||MIXL1||SP3||ZBTB8A||SP5||ZNF24||ZXDB||ZNF143||MTA3||FOS||NFKBIZ||TGIF2||MTA1||CBFA2T2||CHD2||KDM4B||PATZ1||IKZF2||RNF2||LARP7||KAT8||CTBP1||TRIM24||ZNF354B||ESRRA||IRF2||ZBTB26||IRF3||ATF2||ZKSCAN8||ZNF579||GLIS2||RXRA||SOX6||NFRKB||TFDP1||RB1||ELF4||ATF7||PHF8||U2AF1||CBX3||POLR2B||RELB||TRIM28||KLF8||RUNX3||FOXA3||LEF1||USF1||ZNF184||NRF1||ZBTB11||AFF1||CBFA2T3||ZBTB25||RBFOX2||TFE3||ZGPAT||ZBTB2||TEAD1||HDGF||EMSY||HDAC2||SREBF2||ZNF335||ZNF444||XRCC5||BCLAF1||GMEB2||ERF||E2F1||MGA,LAMTOR1||MK280068||SNODB885||ENSG00000284922||LRRC51||NUMA1||LOC100133315||RNF121||ENSG00000204971||ZNF705E||OR7E128P||FAM86C1P,11,72098799,72104819
LRTOMT,LRTOMT,GH11J072110,Promoter/Enhancer,4.732831,ENCODE||EPDnew||Ensembl||CraniofacialAtlas||dbSUPER,32688,16,HCFC1||KLF6||ZNF580||SP1||POLR2A||JUND||ATF3||NCOR1||ZNF600||RCOR1||DNMT3B||BRCA1||YY1||HIC1||CEBPA||NFIC||ZNF207||DEK||CEBPB||CHD2||UBTF||CTCF||ZNF592||MBD2||ELK1||MNT||IRF3||ZMYM3||SSRP1||TBP||ZNF639||ZNF217||MAX||ZEB1||ARNT||NR2C1||KLF7||SMAD5||KMT2B||ELF1||TAF9B||BHLHE40||ETS1||FOXA2||CTBP1||SAP130||KLF9||HOMEZ||SP2||RFX5||SIN3A||DEAF1||MIER3||TARDBP||THAP11||NFATC3||GABPA||SMC3||NKRF||SIN3B||ZNF316||NBN||SMAD4||RXRA||DDX20||CBFB||SKIL||ZBTB33||TCF7L2||ETV4||USF2||DRAP1||MAFK||TEAD3||ASH2L||CEBPZ||CREM||MBD1||ATF1||CBX1||ZNF205||SUPT5H||PTBP1||ZBTB40||SPI1||BCL11B||HDAC2||MYC||TAF1||PKNOX1||PRDM10||KDM1A||ESRRA||MAZ||THRAP3||EP400||FOXK2||MLLT1||FOXA1||SOX5||STAT5A||FOXM1||SMARCA4||ZNF2||GTF2F1||ZEB2||NRF1||MAFG||ZC3H8||SRF||RAD51||IKZF1||DIDO1||INSM2||ZNF384||RB1||HNF4A||EGR1||MTA2||GATAD1||HBP1||MAFF||NR2F1||HDGF||REST||TAF7||RBPJ||RAD21||MTA3||ZNF362||MIER2||ZNF518A||STAT1||NR2F6||ZBTB21||NFYC||NFIB||BACH1||NFE2L2||LARP7||ZNF143||ZNF652||GATA4||RXRB||CSDE1||MEIS2||TCF12||IKZF5||DPF2||ZFX||ELF3||KLF1||SP7||PHF20||L3MBTL2||KLF5||HDAC1||KDM3A||NFIA||GABPB1||ZBED1||CUX1||ARID4B||NFIL3||GMEB1||SMARCE1||E2F4||ZNF687||KLF10||CREB1||TBL1XR1||HSF1||MLX||ZSCAN21||SP3||ZNF660||SP5||EGR2||TGIF2||ZNF629||ZNF692||KDM4B||RNF2||KAT8||IRF2||TRIM22||ZBTB17||SOX13||ZNF24||SOX6||NFRKB||BCL11A||ZHX2||TFDP1||CHAMP1||ZNF740||ZNF501||ELF4||ATF7||PHF8||CBX3||GATAD2B||SREBF1||ZKSCAN1||EP300||POLR2B||RELB||KLF8||FOXA3||CC2D1A||USF1||NFXL1||BCOR||FOS||ZBTB11||ZSCAN29||AHR||AFF1||HMBOX1||CBFA2T3||NR2F2||RBFOX2||SMARCA5||CHD1||ZFHX2||TFE3||PML||SKI||BRD9||ZGPAT||PBX2||EMSY||SREBF2||ZNF335||ZNF444||XRCC5||MTA1||ERF||E2F1||MGA,ANAPC15||FOLR3||HSALNG0085529||lnc-FOLR3-1||LAMTOR1||NUMA1||ENSG00000284922||OR7E128P||FAM86C1P,11,72110733,72115316
LRTOMT,LRTOMT,GH11J072037,Promoter/Enhancer,11.8352,ENCODE||Ensembl||CraniofacialAtlas||dbSUPER,-39488,4,SP1||POLR2A||KLF17||RCOR1||ZNF600||ZIC2||YY1||HIC1||ZNF207||NFIC||MAZ||CTCF||CHD1||ZNF217||ZSCAN16||ZNF341||ZNF223||ELF1||FEZF1||FOXA2||SAP130||KLF9||ZNF511||SIN3A||MIER3||THAP11||NBN||EBF1||SMAD4||RXRA||ETV4||KAT7||RBM22||RARA||DRAP1||TEAD3||ZFP91||JUND||CREM||MBD1||ZNF205||FOXP1||TAF1||PKNOX1||PRDM10||MAFK||BHLHE40||EP400||ZNF189||FOXA1||SOX5||FOXM1||SMARCE1||IKZF1||RB1||HNF4A||ZNF664||EGR1||HBP1||NR2F1||HDGF||RAD21||ZNF362||TOE1||NFIB||GLIS1||REST||STAT3||ZNF398||ZFP69B||MAX||ZNF652||RXRB||ATF1||ZC3H8||ZKSCAN1||ELF3||SP7||L3MBTL2||ZNF580||NFIA||GATA2||ZNF366||TRIM28||ZNF561||ARID4B||NFIL3||ZNF687||KLF10||CREB1||ZSCAN4||MNT||SP3||SMAD5||ZNF660||SP5||ZNF24||ZXDB||ZFX||GATAD2A||ZEB2||XRCC5||HNRNPL||ZNF629||MTA1||ZNF692||CHD2||PATZ1||KDM4B||ZHX2||MTA2||OSR2||IKZF2||ZNF558||KAT8||IRF2||TRIM22||ZBTB17||GLIS2||ZNF579||TARDBP||GABPA||ZNF512B||TFDP1||ZNF501||ATF3||ATF7||ZSCAN29||RELB||FOXA3||ZBTB40||ZBTB20||ARNT||ZNF121||AFF1||NR2F2||ZBTB25||RBFOX2||ZFHX2||ZNF423||MLLT1||PRDM1||ZNF335||ZNF444||ERF||ELK1||WT1,ENSG00000207012||RF00017-890||LRRC51||NUMA1||ENSG00000284922||LOC100128494||IL18BP||lnc-NUMA1-3||FOLR3||LAMTOR1||ANAPC15||RNF121||PHOX2A||FAM86C1P||ENSG00000255672||ENSG00000256739,11,72037485,72044213
LRTOMT,LRTOMT,GH11J072115,Enhancer,15.24371,ENCODE||dbSUPER,35573,19,ZNF592||NFE2||MAFG||TAF7||ZFP3||GTF2F1||ZNF740||EMSY,FOLR3||lnc-FOLR3-1||lnc-LRTOMT-2||LRRC51||NUMA1||FOLR1||FAM86C1P,11,72115489,72116330
