InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
ACER2,ACER2,GH09J019407,Promoter/Enhancer,0,ENSG00000285911||piR-57133-601||ENSG00000273226||SLC24A2,600.6656,Ensembl||ENCODE||EPDnew||CraniofacialAtlas,SP1||HNRNPL||GATAD2A||PRDM10||ZNF629||IKZF1||ZNF692||POLR2A||LARP7||GABPA||ZIC2||RBFOX2||RXRB||PATZ1||IRF2||ZNF501||TRIM22||ZNF600||GTF2F1||ZNF341||ZNF561||KMT2B||EED||NRF1||CTCF||MGA||KLF9||ZBTB20||TAF1||SIN3A||SP2||UBTF||NKRF||ZNF524||DPF2||EGR1||ZXDB||RUNX3||ZBTB10||TAF9B||GATAD2B||ESR1||CTBP1||ZBTB26||ZNF444||ZSCAN29||CHD2||ZBTB40||KAT7||ZBTB11||ZBTB48||YY1||E2F6||KLF4||ZBTB17||ELK4||ZBTB33||MYC||EP400||TFDP1||MAX||MAZ||NR2F2||MBD2||WT1||HDGF||ZFHX2||KLF8||OVOL3||SAP130||TBP||ZNF184||ZNF777||ZNF335||GABPB1||ZGPAT||ZBTB1||MXD4||SMARCA5||ZNF213||ZFP69B||EBF1||RAD21||KLF17||ZNF768||DRAP1||GLI4||ZSCAN16||ZSCAN5A||SMAD5||SMAD4||RB1||SUPT5H||HOMEZ||TFAP4||ZNF687||MXI1||VEZF1||KLF1||THAP11||ETV1||DMAP1||ZNF660||HSF1||GLIS1||ZNF2||ZNF24||ARID4B||ETV4||KLF10||KLF16||SMARCA4||ZFP37||NR2F6||KDM3A||XRCC5||MTA3||SP3||ZNF48||REST||BHLHE40||MNT||HBP1||EGR2||L3MBTL2||BACH1||FOXA3||RNF2||POLR2B||ZNF148||SP7||ZKSCAN8||HDAC1||E2F1||TARDBP||GLIS2||SP5||ZBTB8A||PML||ERF||GMEB1||KAT8||ATF1||ZEB2,174
ACER2,ACER2,GH09J019403,Enhancer,1,ENSG00000285911||HG984145||piR-46847-279||ENSG00000273226||RPS6,0.6656286,Ensembl||ENCODE,FOXA1||ATF7||CTBP1||PKNOX1||ZNF217||TRIM28||CUX1||GATA3||DPF2||ZNF24||KDM1A||FOS||CTCF||HLF||SMARCE1,-4216
ACER2,ACER2,GH09J019411,Enhancer,0,piR-57133-601||SLC24A2,0.6656286,ENCODE,CREB1||IKZF1||JUND||EGR1||CTBP1||JUN||FOSL1||EP300||DPF2||NR2F6||TAL1||HDAC2||ATF3||FOS||SMARCE1||KDM1A||CBFA2T2||RNF2||CBFA2T3||ARID1B||GMEB1||SMARCA4,2569
ACER2,ACER2,GH09J019410,Promoter,0,piR-57133-601||ENSG00000273226||SLC24A2,600.6656,Ensembl,CEBPA||CEBPB||ZKSCAN8||CEBPG||HLF,1774
ACER2,ACER2,GH09J019413,Enhancer,0,piR-57133-601||ENSG00000273226||SLC24A2,0.4424177,Ensembl,FOXA1||MGA||GATA3||ZNF384||MEIS2,5474
ACER2,ACER2,GH09J019397,Enhancer,4,RF00017-7465||L13714-458||ENSG00000285911||RPS6||ENSG00000273226,0.409542,ENCODE,RFX1||SAP130||KLF9||TFAP4||RARA||ID3||ZEB2,-10817
ACER2,ACER2,GH09J019424,Enhancer,1,piR-54764-633||piR-57133-601||ENSG00000260912||ENSG00000272842||SLC24A2,0.3721704,Ensembl||ENCODE,TCF7L2||OSR2||NR2F2,15274
ACER2,ACER2,GH09J019430,Enhancer,1,piR-31432-662||piR-53431-669||piR-54764-633||piR-57133-601||ENSG00000260912||ENSG00000273226||SLC24A2||HAUS6,0.3504288,Ensembl||ENCODE,NR2F2||NFIC||RXRA||MAX||TEAD3||REST||FOXA3||SP1,22531
ACER2,ACER2,GH09J019386,Enhancer,5,NDUFA5P3||L13714-458||RPS6||RF00017-7465||ENSG00000273226||ENSG00000285911||ENSG00000260912,0.3504288,Ensembl||ENCODE,NR2F2||JUN||MAFK,-22226
ACER2,ACER2,GH09J019465,Promoter/Enhancer,16,MAP1LC3BP1||lnc-SLC24A2-2||LOC105375988||SLC24A2,0.2318865,Ensembl||ENCODE||CraniofacialAtlas||dbSUPER,CTCF||PRDM10||BACH1||ZNF143||ZSCAN4||TRIM22||ARNT||ZBTB48||ZBTB26||ZNF592||YY1||POLR2A||NFIC||ZFHX2||ZNF184||ZNF189||ZNF610||BHLHE40||GABPB1||RAD21||MAZ||ZNF660||GLIS1||XRCC5||TAF1||RB1||ZBTB8A,56073
