InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
AEBP2,AEBP2,GH12J019401,Promoter/Enhancer,250.6673,Ensembl||FANTOM5||ENCODE||EPDnew,-490,1,ZNF600||CEBPA||ZNF223||NFIC||SMAD4||TEAD3||THRB||ZNF843||BCL6||SOX5||ZBTB33||MIER2||LCORL||TFAP4||NFIB||RXRB||CEBPG||NFIA||NFIL3||HLF||ZNF692||SOX13||ZBTB11,PDCD5P1||LOC112268092||HSALNG0089694||lnc-AEBP2-1||piR-61945-091,12,19401801,19405309
AEBP2,AEBP2,GH12J019413,Enhancer,0.4428639,Ensembl||FANTOM5,9456,2,YY1||RFX1,PDCD5P1||PDE3A||ENSG00000271462||lnc-AEBP2-1||lnc-PLCZ1-4||lnc-PLEKHA5-5,12,19413201,19413800
AEBP2,AEBP2,GH12J019397,Enhancer,0.4428639,FANTOM5||ENCODE,-6285,1,,LOC112268092||HSALNG0089694||lnc-AEBP2-1||piR-61945-091,12,19397601,19397918
AEBP2,AEBP2,GH12J019409,Enhancer,0.4428639,Ensembl||ENCODE||CraniofacialAtlas,6584,0,MAFF||ZNF316||MAFK||MAFG||NRF1||TRIM28||POU5F1||NANOG||EMSY,PDCD5P1||PDE3A||lnc-AEBP2-1||lnc-PLEKHA5-5,12,19409002,19412256
AEBP2,AEBP2,GH12J019390,Enhancer,0.4108211,Ensembl,-13744,1,JUND||PKNOX1||ZNF384||FOS,LOC112268092||HSALNG0089694||lnc-AEBP2-1||piR-61945-091,12,19390001,19390601
AEBP2,AEBP2,GH12J019420,Enhancer,0.3721573,Ensembl,17656,4,CEBPA||KDM1A,PDCD5P1||PDE3A||ENSG00000271462||lnc-AEBP2-1||lnc-PLCZ1-4||piR-32214-113,12,19420201,19423200
AEBP2,AEBP2,GH12J019386,Enhancer,0.3721573,ENCODE,-15712,1,ZNF512||CEBPB,PDCD5P1||LOC112268092||HSALNG0089694||lnc-AEBP2-1||piR-61945-091,12,19386819,19389846
AEBP2,AEBP2,GH12J019381,Enhancer,0.3511966,Ensembl||ENCODE,-21907,2,JUND||POLR2A||FOSL2||BATF||TAF1||JUNB||ZBED1||PKNOX1||IKZF1||BCL6B||RELB||FOS||PRDM1||SCRT2,LOC112268092||lnc-AEBP2-1||piR-56759-106||piR-61945-091,12,19381275,19383000
AEBP2,AEBP2,GH12J019428,Enhancer,0.3511966,Ensembl,24256,4,SPI1||MYC||MAX||POLR2A||CEBPB||SREBF1,PDE3A||ENSG00000271462||lnc-AEBP2-1||lnc-PLCZ1-4||piR-32214-113,12,19428001,19428600
AEBP2,AEBP2,GH12J019382,Enhancer,0.3511966,FANTOM5,-22792,2,,LOC112268092||lnc-AEBP2-1||piR-56759-106||piR-61945-091,12,19381245,19381260
AEBP2,AEBP2,GH12J019436,Enhancer,0.3064783,Ensembl||ENCODE,31956,5,,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-32214-113||RF00026-215,12,19435801,19436200
AEBP2,AEBP2,GH12J019369,Enhancer,0.3064783,Ensembl||ENCODE,-33863,2,,PLEKHA5||LOC112268092||lnc-AEBP2-1||piR-56759-106||piR-61945-091,12,19369039,19371324
AEBP2,AEBP2,GH12J019434,Enhancer,0.3064783,Ensembl,30656,5,NFE2||MYC||MAX||PKNOX1||RUNX3,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-32214-113||RF00026-215,12,19434001,19435400
AEBP2,AEBP2,GH12J019439,Enhancer,0.3064783,ENCODE||dbSUPER,33037,5,,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-32214-113||RF00026-215,12,19436626,19437538
AEBP2,AEBP2,GH12J019445,Promoter,0.2725235,Ensembl,41056,5,OSR2,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-32214-113||RF00026-215,12,19445000,19445201
AEBP2,AEBP2,GH12J019437,Promoter/Enhancer,250.2849,Ensembl||ENCODE||CraniofacialAtlas||EPDnew||dbSUPER,37225,5,BCLAF1||SP1||ZNF600||MYC||JUND||ZNF592||KLF9||POLR2A||CEBPA||ZNF223||YY1||MXD4||NONO||BHLHE40||FEZF1||TBP||ZNF341||HOMEZ||MNT||MAX||SIN3A||ZNF513||KMT2B||THAP11||HCFC1||SP2||SMAD4||SAP130||IRF4||GABPB1||DMAP1||ZSCAN9||ZNF132||TARDBP||SAFB||KLF16||ASH2L||PRDM6||TAF1||DRAP1||MBD1||PRDM10||ZBTB48||SUPT5H||SMARCA4||ZNF189||BATF||ELF1||EP400||HMG20A||SCRT1||MAZ||MXD3||NRF1||HBP1||EGR1||IKZF1||GATAD1||HDAC2||RB1||HDGF||NR2F1||ZNF792||CHD1||ATF2||JUNB||BACH1||GLIS1||ELF3||ZNF133||IKZF5||ZNF398||SP7||L3MBTL2||MEIS2||HDAC1||NKRF||ARID4B||PKNOX1||CREM||NR2F6||ZNF561||KDM3A||GMEB1||CREB1||YY2||ZNF580||NCOA6||ZNF785||POU5F1||ZNF366||ATF1||ZBTB8A||SP3||ZNF687||HLF||PTTG1||ZEB2||TBL1XR1||ZFX||ATF3||EGR2||ZNF629||TGIF2||MIXL1||GATAD2A||SP5||MTA3||OSR2||IRF2||PATZ1||RNF2||IKZF2||RAD51||CHD2||MTA2||ZBTB17||ZBTB26||KAT8||ZNF626||GLIS2||NFRKB||TFDP1||LARP7||SOX13||TCF12||PHF8||NBN||DPF2||RUNX3||NR4A1||KLF8||PRDM2||NFXL1||ZSCAN29||AHR||CBX3||ZBTB40||FOXA3||ZGPAT||ZBTB11||USF1||RBFOX2||RFXANK||FOS||ZFHX2||ZBTB20||GATAD2B||KLF17||PRDM1||ZNF335||SCRT2||MLLT1||KLF6||ZBTB2||DNMT3B||MGA||WT1||ZNF444||ERF,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-32214-113||RF00026-215,12,19437739,19444801
AEBP2,AEBP2,GH12J019430,Enhancer,0.3234026,Ensembl||ENCODE||dbSUPER,28282,4,JUND||ATF2||NFIC||CEBPB||EP300||CTBP1||CUX1||TCF7L2||TAF1||ZNF189||BATF||MTA3||JUNB||RFX1||NFIB||JUN||TRIM28||PKNOX1||HLF||ZFX||ZNF692||NFE2L2||EED||ATF7||ETV6||ZFHX2||ZNF121,PDE3A||ENSG00000271462||lnc-AEBP2-1||lnc-PLCZ1-4||piR-32214-113,12,19430876,19433778
AEBP2,AEBP2,GH12J019451,Enhancer,0.2560595,ENCODE,47497,7,MAFK||PRDM4,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-53853-001||RF00026-215,12,19451108,19451976
AEBP2,AEBP2,GH12J019453,Enhancer,0.2405869,Ensembl,50556,7,NFE2||PRDM10||ZNF384||MAFG||MAFF||ZNF133||DPF2||ZNF121||EMSY,PDE3A||RNU6-254P||lnc-AEBP2-1||piR-53853-001||RF00026-215,12,19453402,19455799
AEBP2,AEBP2,GH12J019457,Enhancer,0.2302482,Ensembl,55856,10,HDAC2||EGR1||ZNF18||KLF1||KDM1A||CBFA2T3||MLLT1,EEF1A1P4||PDCD5P1||PDE3A||lnc-AEBP2-1||piR-48118-003||piR-53853-001||RF00017-1006,12,19457002,19462800
AEBP2,AEBP2,GH12J019496,Enhancer,0.1616305,Ensembl||ENCODE,91841,12,NANOG||PRDM1,PDE3A||RNU6-254P||RPL34P25||lnc-AEBP2-1||piR-35674-094,12,19495202,19496570
AEBP2,AEBP2,GH12J019497,Enhancer,0.1616305,Ensembl,93256,12,,PDE3A||RPL34P25||lnc-AEBP2-1||piR-35674-094,12,19497201,19497400
AEBP2,AEBP2,GH12J019488,Enhancer,0.1718984,Ensembl,85755,12,HLF||MZF1||EGR1||ZSCAN5C,PDE3A||RPL34P25||lnc-AEBP2-1||piR-35674-094,12,19488801,19490799
AEBP2,AEBP2,GH12J019494,Enhancer,0.1718984,Ensembl,89756,12,,PDE3A||RNU6-254P||RPL34P25||lnc-AEBP2-1||piR-35674-094,12,19493601,19494000
AEBP2,AEBP2,GH12J019471,Enhancer,0.2088273,Ensembl,68056,10,,EEF1A1P4||PDE3A||lnc-AEBP2-1||RF00017-1006,12,19472001,19472200
AEBP2,AEBP2,GH12J019481,Enhancer,0.1881499,ENCODE,78867,12,SP1||POLR2A||ZIC2||BCL11A||TARDBP||ZNF341||KLF7||IRF4||EBF1||ZBTB48||SPI1||MYC||ZNF189||MAX||BATF||ELF1||IKZF1||NRF1||NR2F1||TCF7||MTA3||ATF2||JUNB||SP7||MEIS2||TRIM28||KLF1||ZEB2||ZNF629||OSR2||IKZF2||ZNF558||ZBTB33||GLIS2||EED||PRDM10||ZNF143||NBN||RUNX3||GATAD2B,PDE3A||RNU6-254P||RPL34P25||lnc-AEBP2-1||piR-35674-094,12,19481774,19484049
AEBP2,AEBP2,GH12J019486,Enhancer,0.176395,Ensembl,82656,12,,PDE3A||RPL34P25||lnc-AEBP2-1||piR-35674-094,12,19486601,19486800
AEBP2,AEBP2,GH12J019514,Enhancer,0.1370938,ENCODE,111303,15,ZNF316||NFE2||TAL1||JUND||ATF1||MAFG||TCF12||MAFK||MAFF||DPF2||ARID1B||CREM||SMARCE1||ATF3||NFE2L2||ATF2||ATF7||BACH1||CBFA2T3||SMARCA4||EMSY,PDE3A||ENSG00000240328||lnc-AEBP2-1||MN309543,12,19514767,19515929
AEBP2,AEBP2,GH12J019517,Enhancer,0.1370938,ENCODE,113871,15,,PDE3A||ENSG00000240328||lnc-AEBP2-1||MN309543,12,19517526,19518305
AEBP2,AEBP2,GH12J019515,Enhancer,0.1370938,ENCODE,110538,15,,PDE3A||ENSG00000240328||lnc-AEBP2-1||MN309543,12,19514449,19514717
AEBP2,AEBP2,GH12J019527,Enhancer,0.1285608,Ensembl,123756,17,POLR2A,PDE3A||HSALNG0089697||lnc-AEBP2-1||piR-37611-001,12,19527601,19528000
AEBP2,AEBP2,GH12J019588,Enhancer,0.08632094,Ensembl,185156,28,SPI1,PDE3A||LOC101928387||ENSG00000287074||HSALNG0089706||piR-52294-032,12,19588801,19589600
AEBP2,AEBP2,GH12J019239,Enhancer,4.283365,ENCODE,-164457,21,SCRT2,PLEKHA5||LOC112268092||HSALNG0089687||lnc-AEBP2-2,12,19239187,19239988
AEBP2,AEBP2,GH12J019510,Enhancer,0.1430067,Ensembl,105456,15,,PDE3A||RPL34P25||ENSG00000240328||lnc-AEBP2-1||lnc-PLEKHA5-6||MN309543,12,19509401,19509600
AEBP2,AEBP2,GH12J019509,Enhancer,0.1430067,Ensembl,105056,15,,PDE3A||RPL34P25||ENSG00000240328||lnc-AEBP2-1||lnc-PLEKHA5-6||MN309543,12,19509001,19509200
