InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
ACACA,ACACA,GH17J037405,Promoter/Enhancer,250.672,ENCODE||EPDnew||Ensembl||CraniofacialAtlas,130,0,SP1||DPF2||POLR2A||KLF17||ZNF184||ZNF600||ZIC2||YY1||HIC1||ZBTB10||CEBPA||MAZ||CEBPB||ZNF592||MBD2||NONO||HES1||CHD1||MNT||SIN3A||TBP||MAX||ZSCAN16||KLF7||ZNF148||MXD4||KMT2B||SMAD5||TAF9B||BHLHE40||FEZF1||SAP130||KLF9||SP2||NFATC3||ELF1||NKRF||REST||SMARCA5||NBN||EBF1||SMAD4||RXRA||SKIL||DMAP1||ZSCAN5A||CBX1||HLTF||SUPT5H||ZBTB48||SPI1||KLF16||MYC||TAF1||EP400||SCRT1||SMARCA4||ZNF2||GTF2F1||ZEB2||NRF1||ZC3H8||ZBTB33||IKZF1||ZFP37||RB1||HNF4A||ZNF664||RFX5||HBP1||NR2F1||HDGF||RBPJ||MTA3||ZNF48||ZNF362||HNRNPL||STAT1||BACH1||NFE2L2||GLIS1||RLF||ZBTB40||PRDM4||RBM39||LARP7||ZNF18||ZFP69B||GATA4||ZNF217||ELF3||ZFX||KLF1||SP7||PHF20||L3MBTL2||CEBPG||NR2F6||KLF5||HDAC1||ZNF580||NFIA||GABPB1||ZNF384||ARID4B||ZNF561||GMEB1||SMARCE1||E2F4||KLF10||CTCF||ZNF324||MLLT1||ZSCAN4||SP3||ZNF660||ZBTB8A||SP5||ZXDB||ATF1||XRCC5||TARDBP||TGIF2||ZNF629||ZNF692||KDM1A||CHD2||ZNF687||CREM||PATZ1||CDC5L||OSR2||RNF2||ZNF558||CTBP1||MZF1||TRIM22||PRDM10||GFI1B||ZBTB17||GLIS2||ZNF24||NFRKB||ZHX2||TFDP1||EED||TCF12||IKZF2||ZNF501||ATF7||PHF8||POLR2B||RELB||KLF8||ZBTB20||TCF7||LEF1||GATAD2B||ZNF121||BCOR||GATAD2A||ZSCAN29||MTA2||ZNF138||AFF1||RBFOX2||EGR1||ZFHX2||PML||ZBTB2||ZBTB26||HDAC2||ZNF335||MIER1||SCRT2||GMEB2||E2F1||MGA||WT1||UBTF,ENSG00000273965||HSALNG0116100||TADA2A||lnc-SYNRG-1||C17orf78||DUSP14||DDX52||SYNRG||lnc-HNF1B-3,17,37405000,37408412
ACACA,ACACA,GH17J037404,Promoter,0.6720398,Ensembl,2135,1,,lnc-SYNRG-1||ENSG00000276054||C17orf78||lnc-HNF1B-3||MRPL45,17,37404600,37404801
ACACA,ACACA,GH17J037397,Enhancer,0.4455235,ENCODE,8974,1,CTCF||ZNF10||CEBPG||CEBPA||REST||CEBPB||ZNF654||TRIM22||ARNT||PRDM1||RAD21||HOMEZ||ZNF513||SMC3||NBN||TEAD3||BCL6||SCRT1||SMARCA4||ZNF2||JUND||ZNF384||HNF4A||HDGF||ZNF362||SP7||ARID3A||BCL6B||RCOR1||ATF3||KDM1A||MIXL1||ARID2||TARDBP||NCOR1||GATAD2A||FOS||PATZ1||MTA2||YY1||KAT8||CTBP1||HNF4G||ZNF143||TCF12||IKZF2||ZFHX2||MLLT1||BCLAF1||SCRT2,lnc-SYNRG-1||ENSG00000276054||C17orf78||lnc-HNF1B-3,17,37397787,37397936
ACACA,ACACA,GH17J037399,Enhancer,0.4455235,Ensembl,7335,1,ZNF10||CEBPB||RFX5||JUND||FOS||SCRT2,TADA2A||lnc-SYNRG-1||ENSG00000276054||C17orf78||lnc-HNF1B-3,17,37399201,37399801
ACACA,ACACA,GH17J037391,Enhancer,0.4118219,ENCODE||Ensembl,14854,1,ZNF600||ZNF10||HIC1||IRF4||EBF1||BATF||IKZF1||ZNF362||ATF2||JUNB||ZNF18||ZNF217||SP7||ZNF366||RAD51||ZNF629||MTA2||OSR2||IKZF2||ZBTB17||EED||TCF12||RELB||RUNX3,ENSG00000276054||lnc-SYNRG-1||C17orf78||DDX52||lnc-HNF1B-3,17,37391002,37392962
ACACA,ACACA,GH17J037388,Enhancer,0.3740277,Ensembl,18236,1,FOS,ENSG00000276054||C17orf78||TADA2A||lnc-SYNRG-1||lnc-HNF1B-3,17,37388400,37388800
ACACA,ACACA,GH17J037429,Enhancer,12.56781,ENCODE||Ensembl||dbSUPER,-23416,4,ATF2||ZNF600||ZIC2||CEBPG||ZNF592||ZFP91||JUND||TBP||MAFK||EP400||ZNF24||CAVIN1||ATF4||ZNF518A||JUNB||ZBTB21||ZFP69B||SP7||CEBPB||ZNF324||IKZF1||ATF3||ZSCAN21||ATF1||TARDBP||ZNF629||CREM||ZBTB17||IKZF2||DPF2||ATF7||RUNX3||ZBTB20||GATAD2A||POLR2A||PRDM1||ZNF335,piR-41306-113||HSALNG0116100||HSALNG0116104||TADA2A||C17orf78||DUSP14||SYNRG||lnc-HNF1B-3||DDX52,17,37429069,37431434
ACACA,ACACA,GH17J037385,Enhancer,0.3528529,ENCODE,21334,2,FOXA2,ENSG00000276054||piR-39858-273||C17orf78||TADA2A||DUSP14||DDX52||lnc-HNF1B-3,17,37384802,37386202
ACACA,ACACA,GH17J037386,Enhancer,0.3528529,Ensembl,22135,2,FOXA2||PRDM6,ENSG00000276054||piR-39858-273||C17orf78||lnc-HNF1B-3,17,37384601,37384800
ACACA,ACACA,GH17J037384,Enhancer,0.3528529,FANTOM5,22271,2,FOXA2||PRDM6,ENSG00000276054||piR-39858-273||C17orf78||lnc-HNF1B-3,17,37384560,37384569
