KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa03013	RNA transport	0.0034413238321882094	0.2907918638199037	186	11
path:hsa04714	Thermogenesis	0.0024247826819035006	0.2907918638199037	232	13
path:hsa00190	Oxidative phosphorylation	0.01094490116324148	0.61656276552927	133	8
path:hsa00062	Fatty acid elongation	0.02289872861615122	0.7603176420072328	27	3
path:hsa03018	RNA degradation	0.034032462003820485	0.7603176420072328	79	5
path:hsa03420	Nucleotide excision repair	0.02184424203879514	0.7603176420072328	47	4
path:hsa04310	Wnt signaling pathway	0.035991367668981436	0.7603176420072328	166	8
path:hsa04913	Ovarian steroidogenesis	0.028545240441129015	0.7603176420072328	51	4
path:hsa04120	Ubiquitin mediated proteolysis	0.04089374021248493	0.764843010213157	140	7
path:hsa04330	Notch signaling pathway	0.04525698285284953	0.764843010213157	59	4
path:hsa00310	Lysine degradation	0.05528485738848331	0.8493764453321527	63	4
path:hsa00100	Steroid biosynthesis	0.07532721923758195	0.874211905847284	20	2
path:hsa00380	Tryptophan metabolism	0.07029302672724318	0.874211905847284	42	3
path:hsa03022	Basal transcription factors	0.08276562422222808	0.874211905847284	45	3
path:hsa04110	Cell cycle	0.06404544190903996	0.874211905847284	124	6
path:hsa04520	Adherens junction	0.07861960856062054	0.874211905847284	71	4
path:hsa00280	Valine, leucine and isoleucine degradation	0.09611538245544352	0.9554999785276443	48	3
path:hsa00010	Glycolysis / Gluconeogenesis	0.7888853587974038	0.9720192896470358	67	1
path:hsa00030	Pentose phosphate pathway	0.5007278586234731	0.9720192896470358	30	1
path:hsa00051	Fructose and mannose metabolism	0.5343059667772904	0.9720192896470358	33	1
path:hsa00052	Galactose metabolism	0.5121796951608963	0.9720192896470358	31	1
path:hsa00071	Fatty acid degradation	0.2575437181546368	0.9720192896470358	43	2
path:hsa00140	Steroid hormone biosynthesis	0.7571874700630434	0.9720192896470358	61	1
path:hsa00230	Purine metabolism	0.8023973051044274	0.9720192896470358	130	2
path:hsa00240	Pyrimidine metabolism	0.37549544165922266	0.9720192896470358	57	2
path:hsa00270	Cysteine and methionine metabolism	0.6862984239744205	0.9720192896470358	50	1
path:hsa00410	beta-Alanine metabolism	0.5007278586234731	0.9720192896470358	30	1
path:hsa00440	Phosphonate and phosphinate metabolism	0.12949835238105972	0.9720192896470358	6	1
path:hsa00480	Glutathione metabolism	0.7334711965884042	0.9720192896470358	57	1
path:hsa00500	Starch and sucrose metabolism	0.5656386533167569	0.9720192896470358	36	1
path:hsa00520	Amino sugar and nucleotide sugar metabolism	0.30013025505828234	0.9720192896470358	48	2
path:hsa00561	Glycerolipid metabolism	0.4079786504081494	0.9720192896470358	61	2
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.4393352415557277	0.9720192896470358	25	1
path:hsa00564	Glycerophospholipid metabolism	0.388702331054158	0.9720192896470358	98	3
path:hsa00565	Ether lipid metabolism	0.30861454321002313	0.9720192896470358	49	2
path:hsa00590	Arachidonic acid metabolism	0.16252355077992342	0.9720192896470358	61	3
path:hsa00591	Linoleic acid metabolism	0.4890088617508778	0.9720192896470358	29	1
path:hsa00592	alpha-Linolenic acid metabolism	0.4393352415557277	0.9720192896470358	25	1
path:hsa00600	Sphingolipid metabolism	0.6789140320667412	0.9720192896470358	49	1
path:hsa00630	Glyoxylate and dicarboxylate metabolism	0.5007278586234731	0.9720192896470358	30	1
path:hsa00640	Propanoate metabolism	0.18166344434024845	0.9720192896470358	34	2
path:hsa00650	Butanoate metabolism	0.13339937251341372	0.9720192896470358	28	2
path:hsa00760	Nicotinate and nicotinamide metabolism	0.1899509578414118	0.9720192896470358	35	2
path:hsa00790	Folate biosynthesis	0.4521862576785206	0.9720192896470358	26	1
path:hsa00860	Porphyrin and chlorophyll metabolism	0.24902305135512465	0.9720192896470358	42	2
path:hsa00970	Aminoacyl-tRNA biosynthesis	0.1909831098855055	0.9720192896470358	66	3
path:hsa01040	Biosynthesis of unsaturated fatty acids	0.4647444703929862	0.9720192896470358	27	1
path:hsa01100	Metabolic pathways	0.5447806423068119	0.9720192896470358	1496	34
path:hsa01200	Carbon metabolism	0.7565685770032688	0.9720192896470358	118	2
path:hsa01212	Fatty acid metabolism	0.37549544165922266	0.9720192896470358	57	2
path:hsa01240	Biosynthesis of cofactors	0.28458578527393313	0.9720192896470358	156	5
path:hsa01521	EGFR tyrosine kinase inhibitor resistance	0.840464557277485	0.9720192896470358	79	1
path:hsa01522	Endocrine resistance	0.6601279239582604	0.9720192896470358	98	2
path:hsa01523	Antifolate resistance	0.5121796951608963	0.9720192896470358	31	1
path:hsa02010	ABC transporters	0.6476084384834774	0.9720192896470358	45	1
path:hsa03008	Ribosome biogenesis in eukaryotes	0.7211764871902396	0.9720192896470358	110	2
path:hsa03010	Ribosome	0.7052410843526411	0.9720192896470358	158	3
path:hsa03015	mRNA surveillance pathway	0.6601279239582604	0.9720192896470358	98	2
path:hsa03020	RNA polymerase	0.5121796951608963	0.9720192896470358	31	1
path:hsa03030	DNA replication	0.19828879070934433	0.9720192896470358	36	2
path:hsa03040	Spliceosome	0.1312244437095796	0.9720192896470358	151	6
path:hsa03060	Protein export	0.41272750662228974	0.9720192896470358	23	1
path:hsa03410	Base excision repair	0.5343059667772904	0.9720192896470358	33	1
path:hsa03430	Mismatch repair	0.41272750662228974	0.9720192896470358	23	1
path:hsa03440	Homologous recombination	0.6132709776826863	0.9720192896470358	41	1
path:hsa03450	Non-homologous end-joining	0.25965123408543833	0.9720192896470358	13	1
path:hsa03460	Fanconi anemia pathway	0.35066847916418886	0.9720192896470358	54	2
path:hsa04010	MAPK signaling pathway	0.6691418603297742	0.9720192896470358	294	6
path:hsa04012	ErbB signaling pathway	0.8613408373651614	0.9720192896470358	85	1
