KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa04010	MAPK signaling pathway	0.00011200994817609083	0.021193660838437333	294	86
path:hsa04727	GABAergic synapse	0.00016753882085721213	0.021193660838437333	89	33
path:hsa04261	Adrenergic signaling in cardiomyocytes	0.00041922115453812557	0.026515738024536443	150	48
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications	0.00039326059788240275	0.026515738024536443	100	35
path:hsa04925	Aldosterone synthesis and secretion	0.001227529252041738	0.05542248159792453	98	33
path:hsa04928	Parathyroid hormone synthesis, secretion and action	0.0013143671525199492	0.05542248159792453	106	35
path:hsa04392	Hippo signaling pathway	0.002381967027994093	0.0713467022112614	29	13
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.002538024979847243	0.0713467022112614	98	32
path:hsa04911	Insulin secretion	0.0023094321421096445	0.0713467022112614	86	29
path:hsa04912	GnRH signaling pathway	0.004169665531371578	0.10018904661808205	93	30
path:hsa04926	Relaxin signaling pathway	0.004356045505134002	0.10018904661808205	129	39
path:hsa04510	Focal adhesion	0.0054254662315377025	0.11438691304825323	201	56
path:hsa04935	Growth hormone synthesis, secretion and action	0.005938766711905398	0.11557753677785122	119	36
path:hsa04015	Rap1 signaling pathway	0.009050217703169402	0.16355036277870422	210	57
path:hsa00670	One carbon pool by folate	0.010770356986753462	0.18140375241155013	20	9
path:hsa02010	ABC transporters	0.012189184944649612	0.18140375241155013	45	16
path:hsa04728	Dopaminergic synapse	0.011506506541362312	0.18140375241155013	132	38
path:hsa04921	Oxytocin signaling pathway	0.013149135004745013	0.1848183975666938	154	43
path:hsa04725	Cholinergic synapse	0.01427321305879346	0.19005910020393396	113	33
path:hsa04022	cGMP-PKG signaling pathway	0.021392457928725357	0.27061459279837574	167	45
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.02515530208641787	0.27670832295059655	37	13
path:hsa04540	Gap junction	0.02382083286338723	0.27670832295059655	88	26
path:hsa04730	Long-term depression	0.024516276327286243	0.27670832295059655	60	19
path:hsa04012	ErbB signaling pathway	0.02779246705412369	0.2812597665877317	85	25
path:hsa04072	Phospholipase D signaling pathway	0.027515254376132253	0.2812597665877317	148	40
path:hsa04270	Vascular smooth muscle contraction	0.03442241250941955	0.3349565524955056	133	36
path:hsa04144	Endocytosis	0.03625353526015378	0.33970905262292245	252	63
path:hsa04919	Thyroid hormone signaling pathway	0.037617443043804655	0.3399004675029492	121	33
path:hsa04390	Hippo signaling pathway	0.04347542959965155	0.35204924361348744	157	41
