KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa04144	Endocytosis	0.001116982574199501	0.18318514216871815	252	14
path:hsa04932	Non-alcoholic fatty liver disease	0.006492813868342326	0.3549404914693805	155	9
path:hsa04140	Autophagy	0.011512827584865772	0.47202593097949663	141	8
path:hsa00600	Sphingolipid metabolism	0.02133028122079933	0.6996332240422181	49	4
path:hsa00020	Citrate cycle (TCA cycle)	0.4834714720145049	0.9733913655981674	30	1
path:hsa00052	Galactose metabolism	0.49474591588790856	0.9733913655981674	31	1
path:hsa00061	Fatty acid biosynthesis	0.32701957468399595	0.9733913655981674	18	1
path:hsa00072	Synthesis and degradation of ketone bodies	0.1973989739116835	0.9733913655981674	10	1
path:hsa00100	Steroid biosynthesis	0.3560315231257662	0.9733913655981674	20	1
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0.21486873253760663	0.9733913655981674	11	1
path:hsa00140	Steroid hormone biosynthesis	0.1464450051654495	0.9733913655981674	61	3
path:hsa00190	Oxidative phosphorylation	0.5612254169487996	0.9733913655981674	134	3
path:hsa00220	Arginine biosynthesis	0.3838004495590769	0.9733913655981674	22	1
path:hsa00230	Purine metabolism	0.31293352654145434	0.9733913655981674	130	4
path:hsa00240	Pyrimidine metabolism	0.3447189820229985	0.9733913655981674	56	2
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.04567689281888217	0.9733913655981674	37	3
path:hsa00270	Cysteine and methionine metabolism	0.6679934844989343	0.9733913655981674	50	1
path:hsa00280	Valine, leucine and isoleucine degradation	0.6529709201144595	0.9733913655981674	48	1
path:hsa00310	Lysine degradation	0.3994978313372282	0.9733913655981674	63	2
path:hsa00330	Arginine and proline metabolism	0.6752606398847973	0.9733913655981674	51	1
path:hsa00350	Tyrosine metabolism	0.5475536562975849	0.9733913655981674	36	1
path:hsa00380	Tryptophan metabolism	0.6037302118632504	0.9733913655981674	42	1
path:hsa00450	Selenocompound metabolism	0.051574092144860535	0.9733913655981674	17	2
path:hsa00480	Glutathione metabolism	0.3526545122877024	0.9733913655981674	57	2
path:hsa00511	Other glycan degradation	0.32701957468399595	0.9733913655981674	18	1
path:hsa00512	Mucin type O-glycan biosynthesis	0.5475536562975849	0.9733913655981674	36	1
path:hsa00514	Other types of O-glycan biosynthesis	0.6452082965855513	0.9733913655981674	47	1
path:hsa00515	Mannose type O-glycan biosynthesis	0.3972354083066983	0.9733913655981674	23	1
path:hsa00531	Glycosaminoglycan degradation	0.34168432483757794	0.9733913655981674	19	1
path:hsa00534	Glycosaminoglycan biosynthesis	0.41037928254673023	0.9733913655981674	24	1
path:hsa00562	Inositol phosphate metabolism	0.07388164792076347	0.9733913655981674	73	4
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.1087290442288489	0.9733913655981674	26	2
path:hsa00564	Glycerophospholipid metabolism	0.8856487285854904	0.9733913655981674	98	1
path:hsa00590	Arachidonic acid metabolism	0.7397785491332851	0.9733913655981674	61	1
path:hsa00591	Linoleic acid metabolism	0.47194709410351227	0.9733913655981674	29	1
path:hsa00604	Glycosphingolipid biosynthesis	0.2810494256872331	0.9733913655981674	15	1
path:hsa00650	Butanoate metabolism	0.1230226785388258	0.9733913655981674	28	2
path:hsa00670	One carbon pool by folate	0.3560315231257662	0.9733913655981674	20	1
path:hsa00750	Vitamin B6 metabolism	0.12357252728955702	0.9733913655981674	6	1
path:hsa00830	Retinol metabolism	0.777193707973481	0.9733913655981674	68	1
path:hsa00910	Nitrogen metabolism	0.3120302905141436	0.9733913655981674	17	1
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	0.24018853649540955	0.9733913655981674	78	3
path:hsa00982	Drug metabolism	0.2057961558728958	0.9733913655981674	72	3
path:hsa00983	Drug metabolism	0.2518680079694175	0.9733913655981674	80	3
path:hsa01100	Metabolic pathways	0.16233317998242502	0.9733913655981674	1498	38
path:hsa01200	Carbon metabolism	0.7184741209337158	0.9733913655981674	115	2
path:hsa01212	Fatty acid metabolism	0.7156611388044023	0.9733913655981674	57	1
path:hsa01230	Biosynthesis of amino acids	0.48801607239162736	0.9733913655981674	75	2
path:hsa01240	Biosynthesis of cofactors	0.6643874475131456	0.9733913655981674	156	3
path:hsa01521	EGFR tyrosine kinase inhibitor resistance	0.8254769248930616	0.9733913655981674	79	1
path:hsa01524	Platinum drug resistance	0.21144963478741263	0.9733913655981674	73	3
path:hsa03008	Ribosome biogenesis in eukaryotes	0.9124978571384446	0.9733913655981674	110	1
path:hsa03013	RNA transport	0.9166340361181682	0.9733913655981674	186	2
path:hsa03015	mRNA surveillance pathway	0.8856487285854904	0.9733913655981674	98	1
path:hsa03018	RNA degradation	0.5156940676811124	0.9733913655981674	79	2
path:hsa03020	RNA polymerase	0.49474591588790856	0.9733913655981674	31	1
path:hsa03022	Basal transcription factors	0.2560379503265706	0.9733913655981674	45	2
path:hsa03030	DNA replication	0.5475536562975849	0.9733913655981674	36	1
