KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa00860	Porphyrin and chlorophyll metabolism	0.0002818978202356676	0.06229941827208254	42	8
path:hsa00053	Ascorbate and aldarate metabolism	0.0012630031443394572	0.13956184744951003	30	6
path:hsa00040	Pentose and glucuronate interconversions	0.0024871605275346865	0.1484540677502534	34	6
path:hsa00140	Steroid hormone biosynthesis	0.0035445879333191144	0.1484540677502534	61	8
path:hsa00982	Drug metabolism	0.002823500193628894	0.1484540677502534	72	9
path:hsa04976	Bile secretion	0.004030427178739911	0.1484540677502534	90	10
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	0.004867879397594599	0.15368590669548662	78	9
path:hsa00983	Drug metabolism	0.005758320477893057	0.1590736032017957	80	9
path:hsa00830	Retinol metabolism	0.006924571845879764	0.17003670865993642	68	8
path:hsa00670	One carbon pool by folate	0.008416396755236992	0.18600236829073752	20	4
path:hsa01240	Biosynthesis of cofactors	0.012987331411488941	0.25133988455296163	156	13
path:hsa04390	Hippo signaling pathway	0.01364741454586217	0.25133988455296163	157	13
path:hsa00232	Caffeine metabolism	0.023198167711585522	0.39436885109695385	6	2
path:hsa03440	Homologous recombination	0.026592912333934206	0.4197881161285328	41	5
path:hsa00380	Tryptophan metabolism	0.02919420950158985	0.4254316238565611	42	5
path:hsa04392	Hippo signaling pathway	0.03080047955522614	0.4254316238565611	29	4
path:hsa04658	Th1 and Th2 cell differentiation	0.03721992379221961	0.483859009298855	92	8
path:hsa00640	Propanoate metabolism	0.05122056763623338	0.6288747470893098	34	4
path:hsa03460	Fanconi anemia pathway	0.07291895580132894	0.848162591162826	54	5
path:hsa00010	Glycolysis / Gluconeogenesis	0.7751387945633946	0.9999999964663522	67	2
path:hsa00020	Citrate cycle (TCA cycle)	0.12735053910729166	0.9999999964663522	30	3
path:hsa00062	Fatty acid elongation	0.31086966802645816	0.9999999964663522	27	2
path:hsa00071	Fatty acid degradation	0.5400947955931812	0.9999999964663522	43	2
path:hsa00072	Synthesis and degradation of ketone bodies	0.3466396810430361	0.9999999964663522	10	1
path:hsa00100	Steroid biosynthesis	0.2015937721352739	0.9999999964663522	20	2
path:hsa00120	Primary bile acid biosynthesis	0.5151550034355437	0.9999999964663522	17	1
path:hsa00190	Oxidative phosphorylation	0.9966906669502624	0.9999999964663522	133	1
path:hsa00230	Purine metabolism	0.4583340244843135	0.9999999964663522	130	6
path:hsa00240	Pyrimidine metabolism	0.9123346353245528	0.9999999964663522	57	1
path:hsa00260	Glycine, serine and threonine metabolism	0.5010607012468594	0.9999999964663522	40	2
path:hsa00270	Cysteine and methionine metabolism	0.6227140131070605	0.9999999964663522	50	2
path:hsa00280	Valine, leucine and isoleucine degradation	0.6003339438133457	0.9999999964663522	48	2
path:hsa00290	Valine, leucine and isoleucine biosynthesis	0.15648525389854537	0.9999999964663522	4	1
path:hsa00310	Lysine degradation	0.12079008702006636	0.9999999964663522	63	5
path:hsa00330	Arginine and proline metabolism	0.8866254609231473	0.9999999964663522	51	1
path:hsa00340	Histidine metabolism	0.23264092168544592	0.9999999964663522	22	2
path:hsa00350	Tyrosine metabolism	0.7845658013736678	0.9999999964663522	36	1
path:hsa00410	beta-Alanine metabolism	0.12735053910729166	0.9999999964663522	30	3
path:hsa00430	Taurine and hypotaurine metabolism	0.37388580870773586	0.9999999964663522	11	1
path:hsa00450	Selenocompound metabolism	0.1561648916259072	0.9999999964663522	17	2
path:hsa00480	Glutathione metabolism	0.9123346353245528	0.9999999964663522	57	1
path:hsa00510	N-Glycan biosynthesis	0.15363760453650782	0.9999999964663522	50	4
path:hsa00511	Other glycan degradation	0.5353935423117675	0.9999999964663522	18	1
path:hsa00513	Various types of N-glycan biosynthesis	0.220437136039598	0.9999999964663522	39	3
path:hsa00514	Other types of O-glycan biosynthesis	0.31138414869367925	0.9999999964663522	47	3
path:hsa00515	Mannose type O-glycan biosynthesis	0.6246320200507065	0.9999999964663522	23	1
path:hsa00520	Amino sugar and nucleotide sugar metabolism	0.6003339438133457	0.9999999964663522	48	2
path:hsa00532	Glycosaminoglycan biosynthesis	0.573379260580779	0.9999999964663522	20	1
path:hsa00534	Glycosaminoglycan biosynthesis	0.6403138736238377	0.9999999964663522	24	1
path:hsa00561	Glycerolipid metabolism	0.7287002948012415	0.9999999964663522	61	2
path:hsa00562	Inositol phosphate metabolism	0.8144960380842028	0.9999999964663522	73	2
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.2796224757879443	0.9999999964663522	25	2
path:hsa00564	Glycerophospholipid metabolism	0.2234210956552522	0.9999999964663522	98	6
path:hsa00590	Arachidonic acid metabolism	0.9261558144832659	0.9999999964663522	61	1
path:hsa00591	Linoleic acid metabolism	0.7094530642339001	0.9999999964663522	29	1
path:hsa00600	Sphingolipid metabolism	0.87648396049707	0.9999999964663522	49	1
path:hsa00604	Glycosphingolipid biosynthesis	0.4720043440127807	0.9999999964663522	15	1
path:hsa00620	Pyruvate metabolism	0.5887756138498663	0.9999999964663522	47	2
path:hsa00630	Glyoxylate and dicarboxylate metabolism	0.7216015097333222	0.9999999964663522	30	1
path:hsa00650	Butanoate metabolism	0.10903020450881211	0.9999999964663522	28	3
path:hsa00730	Thiamine metabolism	0.49403793802885965	0.9999999964663522	16	1
path:hsa00760	Nicotinate and nicotinamide metabolism	0.7751566828434957	0.9999999964663522	35	1
path:hsa00770	Pantothenate and CoA biosynthesis	0.5911948473198481	0.9999999964663522	21	1
path:hsa00790	Folate biosynthesis	0.29527092042714354	0.9999999964663522	26	2
path:hsa00970	Aminoacyl-tRNA biosynthesis	0.5228324290316348	0.9999999964663522	66	3
path:hsa01040	Biosynthesis of unsaturated fatty acids	0.6835484709553156	0.9999999964663522	27	1
path:hsa01100	Metabolic pathways	0.5411343270424213	0.9999999964663522	1496	62
path:hsa01200	Carbon metabolism	0.2206044197968646	0.9999999964663522	118	7
path:hsa01210	2-Oxocarboxylic acid metabolism	0.5547899861642969	0.9999999964663522	19	1
path:hsa01212	Fatty acid metabolism	0.4258258031890032	0.9999999964663522	57	3
path:hsa01230	Biosynthesis of amino acids	0.6102286946909156	0.9999999964663522	75	3
path:hsa01521	EGFR tyrosine kinase inhibitor resistance	0.41907052875411366	0.9999999964663522	79	4
path:hsa01522	Endocrine resistance	0.11338154687669438	0.9999999964663522	98	7
path:hsa01523	Antifolate resistance	0.13689597810753962	0.9999999964663522	31	3
path:hsa01524	Platinum drug resistance	0.36187811546028736	0.9999999964663522	73	4
path:hsa02010	ABC transporters	0.11616829072631274	0.9999999964663522	45	4
path:hsa03008	Ribosome biogenesis in eukaryotes	0.3087171576186103	0.9999999964663522	110	6
path:hsa03010	Ribosome	0.7941094373889193	0.9999999964663522	158	5
path:hsa03013	RNA transport	0.8930695410454226	0.9999999964663522	186	5
path:hsa03015	mRNA surveillance pathway	0.9200348361818445	0.9999999964663522	98	2
path:hsa03018	RNA degradation	0.41907052875411366	0.9999999964663522	79	4
path:hsa03020	RNA polymerase	0.37233794921697005	0.9999999964663522	31	2
path:hsa03022	Basal transcription factors	0.28833375880500517	0.9999999964663522	45	3
path:hsa03030	DNA replication	0.7845658013736678	0.9999999964663522	36	1
path:hsa03040	Spliceosome	0.6056708863093935	0.9999999964663522	151	6
path:hsa03050	Proteasome	0.8595521461707207	0.9999999964663522	46	1
path:hsa03320	PPAR signaling pathway	0.9612282135926571	0.9999999964663522	76	1
path:hsa03420	Nucleotide excision repair	0.31138414869367925	0.9999999964663522	47	3
path:hsa03430	Mismatch repair	0.24827896594226173	0.9999999964663522	23	2
path:hsa04010	MAPK signaling pathway	0.34074903464552414	0.9999999964663522	294	14
path:hsa04012	ErbB signaling pathway	0.14224664454250024	0.9999999964663522	85	6
path:hsa04014	Ras signaling pathway	0.7576490463146364	0.9999999964663522	232	8
path:hsa04015	Rap1 signaling pathway	0.9422561772785814	0.9999999964663522	210	5
path:hsa04020	Calcium signaling pathway	0.6751626164780883	0.9999999964663522	240	9
path:hsa04022	cGMP-PKG signaling pathway	0.9226607332399571	0.9999999964663522	167	4
path:hsa04024	cAMP signaling pathway	0.802692881469905	0.9999999964663522	216	7
path:hsa04060	Cytokine-cytokine receptor interaction	0.9306145912027939	0.9999999964663522	295	8
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor	0.9254114383242089	0.9999999964663522	100	2
path:hsa04062	Chemokine signaling pathway	0.9622998396778133	0.9999999964663522	192	4
path:hsa04064	NF-kappa B signaling pathway	0.4372903133512118	0.9999999964663522	104	5
path:hsa04066	HIF-1 signaling pathway	0.8387749908104404	0.9999999964663522	109	3
path:hsa04068	FoxO signaling pathway	0.17917302108136973	0.9999999964663522	131	8
path:hsa04070	Phosphatidylinositol signaling system	0.37899346064065303	0.9999999964663522	97	5
path:hsa04071	Sphingolipid signaling pathway	0.879019673656517	0.9999999964663522	119	3
path:hsa04072	Phospholipase D signaling pathway	0.8709025411089515	0.9999999964663522	148	4
path:hsa04080	Neuroactive ligand-receptor interaction	0.9963974119388254	0.9999999964663522	341	6
path:hsa04110	Cell cycle	0.2582280217462076	0.9999999964663522	124	7
path:hsa04114	Oocyte meiosis	0.9101054538724078	0.9999999964663522	129	3
path:hsa04115	p53 signaling pathway	0.1870769513007172	0.9999999964663522	73	5
path:hsa04120	Ubiquitin mediated proteolysis	0.5308817693276732	0.9999999964663522	140	6
path:hsa04137	Mitophagy	0.5431719143120164	0.9999999964663522	68	3
path:hsa04140	Autophagy	0.6812738761401939	0.9999999964663522	137	5
path:hsa04141	Protein processing in endoplasmic reticulum	0.5736082296114996	0.9999999964663522	171	7
path:hsa04142	Lysosome	0.7868967498012577	0.9999999964663522	128	4
path:hsa04144	Endocytosis	0.9555279456077719	0.9999999964663522	252	6
path:hsa04145	Phagosome	0.9560124979958144	0.9999999964663522	152	3
path:hsa04146	Peroxisome	0.6704065529665655	0.9999999964663522	82	3
path:hsa04150	mTOR signaling pathway	0.3179423061339721	0.9999999964663522	155	8
path:hsa04151	PI3K-Akt signaling pathway	0.8098264471551448	0.9999999964663522	354	12
path:hsa04152	AMPK signaling pathway	0.5641948489754204	0.9999999964663522	120	5
path:hsa04210	Apoptosis	0.6750044282439904	0.9999999964663522	136	5
path:hsa04211	Longevity regulating pathway	0.7235154961334633	0.9999999964663522	89	3
path:hsa04213	Longevity regulating pathway	0.7369657456875134	0.9999999964663522	62	2
path:hsa04215	Apoptosis	0.3873819962734656	0.9999999964663522	32	2
path:hsa04216	Ferroptosis	0.8260405153279354	0.9999999964663522	41	1
path:hsa04217	Necroptosis	0.49557727263389545	0.9999999964663522	159	7
path:hsa04218	Cellular senescence	0.47536676807299166	0.9999999964663522	156	7
path:hsa04260	Cardiac muscle contraction	0.9758484576390426	0.9999999964663522	87	1
path:hsa04261	Adrenergic signaling in cardiomyocytes	0.9531185797522196	0.9999999964663522	150	3
path:hsa04270	Vascular smooth muscle contraction	0.9771911488647118	0.9999999964663522	133	2
path:hsa04310	Wnt signaling pathway	0.15387152739740825	0.9999999964663522	166	10
path:hsa04330	Notch signaling pathway	0.7115107621795221	0.9999999964663522	59	2
path:hsa04340	Hedgehog signaling pathway	0.20363449969824227	0.9999999964663522	56	4
path:hsa04350	TGF-beta signaling pathway	0.7572082953815271	0.9999999964663522	94	3
path:hsa04360	Axon guidance	0.8820490700557765	0.9999999964663522	182	5
path:hsa04370	VEGF signaling pathway	0.7115107621795221	0.9999999964663522	59	2
path:hsa04371	Apelin signaling pathway	0.6812738761401939	0.9999999964663522	137	5
path:hsa04380	Osteoclast differentiation	0.9073577216383597	0.9999999964663522	128	3
path:hsa04510	Focal adhesion	0.32722646583933435	0.9999999964663522	201	10
path:hsa04512	ECM-receptor interaction	0.7163578115945899	0.9999999964663522	88	3
path:hsa04514	Cell adhesion molecules	0.4275247719074948	0.9999999964663522	149	7
path:hsa04520	Adherens junction	0.34272346366906437	0.9999999964663522	71	4
path:hsa04530	Tight junction	0.5609754941376667	0.9999999964663522	169	7
path:hsa04540	Gap junction	0.8872746424034608	0.9999999964663522	88	2
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	0.5518821934551004	0.9999999964663522	143	6
path:hsa04610	Complement and coagulation cascades	0.8752484230991318	0.9999999964663522	85	2
path:hsa04611	Platelet activation	0.8955939969194223	0.9999999964663522	124	3
path:hsa04612	Antigen processing and presentation	0.6368826013819713	0.9999999964663522	78	3
path:hsa04613	Neutrophil extracellular trap formation	0.9600033973444198	0.9999999964663522	190	4
path:hsa04620	Toll-like receptor signaling pathway	0.8146388727139134	0.9999999964663522	104	3
path:hsa04621	NOD-like receptor signaling pathway	0.8791475086447726	0.9999999964663522	181	5
path:hsa04622	RIG-I-like receptor signaling pathway	0.5630031470263989	0.9999999964663522	70	3
path:hsa04623	Cytosolic DNA-sensing pathway	0.9322289220817268	0.9999999964663522	63	1
path:hsa04625	C-type lectin receptor signaling pathway	0.8146388727139134	0.9999999964663522	104	3
path:hsa04630	JAK-STAT signaling pathway	0.9112248646226115	0.9999999964663522	162	4
path:hsa04640	Hematopoietic cell lineage	0.9856016137282454	0.9999999964663522	99	1
path:hsa04650	Natural killer cell mediated cytotoxicity	0.6424574636809816	0.9999999964663522	131	5
path:hsa04657	IL-17 signaling pathway	0.5547054214405951	0.9999999964663522	94	4
path:hsa04659	Th17 cell differentiation	0.4619431194394127	0.9999999964663522	107	5
path:hsa04660	T cell receptor signaling pathway	0.6351369028060462	0.9999999964663522	104	4
path:hsa04662	B cell receptor signaling pathway	0.9700479495059364	0.9999999964663522	82	1
path:hsa04664	Fc epsilon RI signaling pathway	0.5431719143120164	0.9999999964663522	68	3
path:hsa04666	Fc gamma R-mediated phagocytosis	0.775790395403294	0.9999999964663522	97	3
path:hsa04668	TNF signaling pathway	0.8519199379849851	0.9999999964663522	112	3
path:hsa04670	Leukocyte transendothelial migration	0.8601573606652596	0.9999999964663522	114	3
path:hsa04672	Intestinal immune network for IgA production	0.611646627722847	0.9999999964663522	49	2
path:hsa04713	Circadian entrainment	0.775790395403294	0.9999999964663522	97	3
path:hsa04714	Thermogenesis	0.9971296062084299	0.9999999964663522	232	3
path:hsa04720	Long-term potentiation	0.9429220383306278	0.9999999964663522	67	1
path:hsa04721	Synaptic vesicle cycle	0.8424782074110511	0.9999999964663522	78	2
path:hsa04722	Neurotrophin signaling pathway	0.22673619429421743	0.9999999964663522	119	7
path:hsa04723	Retrograde endocannabinoid signaling	0.9500482097522266	0.9999999964663522	148	3
path:hsa04724	Glutamatergic synapse	0.9545272094687315	0.9999999964663522	114	2
path:hsa04725	Cholinergic synapse	0.8560899857026766	0.9999999964663522	113	3
path:hsa04726	Serotonergic synapse	0.9927856050203296	0.9999999964663522	115	1
path:hsa04727	GABAergic synapse	0.9778418580023643	0.9999999964663522	89	1
path:hsa04728	Dopaminergic synapse	0.9763367539388939	0.9999999964663522	132	2
path:hsa04730	Long-term depression	0.922918838745026	0.9999999964663522	60	1
path:hsa04740	Olfactory transduction	0.9999999964663522	0.9999999964663522	443	1
path:hsa04742	Taste transduction	0.8793825359892158	0.9999999964663522	86	2
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.7817204030358156	0.9999999964663522	98	3
path:hsa04810	Regulation of actin cytoskeleton	0.9829165848185935	0.9999999964663522	218	4
path:hsa04910	Insulin signaling pathway	0.5094910038971985	0.9999999964663522	137	6
path:hsa04911	Insulin secretion	0.14793736107954175	0.9999999964663522	86	6
path:hsa04912	GnRH signaling pathway	0.19048087498946295	0.9999999964663522	93	6
path:hsa04913	Ovarian steroidogenesis	0.6335368433879595	0.9999999964663522	51	2
path:hsa04914	Progesterone-mediated oocyte maturation	0.2370977302149927	0.9999999964663522	100	6
path:hsa04915	Estrogen signaling pathway	0.8332454417041661	0.9999999964663522	138	4
path:hsa04916	Melanogenesis	0.6120103362287772	0.9999999964663522	101	4
path:hsa04917	Prolactin signaling pathway	0.3331545193976517	0.9999999964663522	70	4
path:hsa04918	Thyroid hormone synthesis	0.8261836089317491	0.9999999964663522	75	2
path:hsa04919	Thyroid hormone signaling pathway	0.7487412439809522	0.9999999964663522	121	4
path:hsa04920	Adipocytokine signaling pathway	0.7890043805970645	0.9999999964663522	69	2
path:hsa04921	Oxytocin signaling pathway	0.6249172971137075	0.9999999964663522	154	6
path:hsa04922	Glucagon signaling pathway	0.9416678908098979	0.9999999964663522	107	2
path:hsa04923	Regulation of lipolysis in adipocytes	0.6934216960904622	0.9999999964663522	57	2
path:hsa04924	Renin secretion	0.5531524915554891	0.9999999964663522	69	3
path:hsa04925	Aldosterone synthesis and secretion	0.5880068202724698	0.9999999964663522	98	4
path:hsa04926	Relaxin signaling pathway	0.6288899447078947	0.9999999964663522	129	5
path:hsa04927	Cortisol synthesis and secretion	0.7604860128341714	0.9999999964663522	65	2
path:hsa04928	Parathyroid hormone synthesis, secretion and action	0.15236074689944448	0.9999999964663522	106	7
path:hsa04929	GnRH secretion	0.752855057453498	0.9999999964663522	64	2
path:hsa04932	Non-alcoholic fatty liver disease	0.9878765502313427	0.9999999964663522	150	2
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications	0.2370977302149927	0.9999999964663522	100	6
