KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa04142	Lysosome	2.391070340376578e-10	5.929854444133914e-08	128	41
path:hsa04961	Endocrine and other factor-regulated calcium reabsorption	2.545567654966049e-06	0.0003156503892157901	53	19
path:hsa04141	Protein processing in endoplasmic reticulum	5.091595376122749e-06	0.0004209052177594806	171	40
path:hsa04721	Synaptic vesicle cycle	1.0534810382616092e-05	0.0006531582437221977	78	23
path:hsa04146	Peroxisome	8.10587347019145e-05	0.004020513241214959	82	22
path:hsa01100	Metabolic pathways	0.00038263468417024446	0.015190388368866952	1496	208
path:hsa01212	Fatty acid metabolism	0.00042876096202447043	0.015190388368866952	57	16
path:hsa04140	Autophagy	0.0006126836890946742	0.0189931943619349	137	29
path:hsa00513	Various types of N-glycan biosynthesis	0.0009070210561439489	0.02499346910263326	39	12
path:hsa00510	N-Glycan biosynthesis	0.003087198692592357	0.06380210631357537	50	13
path:hsa00564	Glycerophospholipid metabolism	0.0028384166355201936	0.06380210631357537	98	21
path:hsa04964	Proximal tubule bicarbonate reclamation	0.0027628991982175614	0.06380210631357537	23	8
path:hsa00531	Glycosaminoglycan degradation	0.003509894371210958	0.06695798492771673	19	7
path:hsa04144	Endocytosis	0.0038503740228098397	0.06820662554691716	252	43
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.004960091118911604	0.08200683983267186	25	8
path:hsa04145	Phagosome	0.006361164636819087	0.09859805187069584	152	28
path:hsa00062	Fatty acid elongation	0.008292336824700298	0.12097056073680434	27	8
path:hsa00511	Other glycan degradation	0.011788642492143798	0.16242129655842566	18	6
path:hsa00600	Sphingolipid metabolism	0.01935118686095081	0.23648408394228979	49	11
path:hsa04910	Insulin signaling pathway	0.019843327516078986	0.23648408394228979	137	24
path:hsa04960	Aldosterone-regulated sodium reabsorption	0.02002486194672615	0.23648408394228979	37	9
path:hsa04962	Vasopressin-regulated water reabsorption	0.023189010342968448	0.2614033893207352	44	10
path:hsa01040	Biosynthesis of unsaturated fatty acids	0.027637543167794425	0.27932183232745156	27	7
path:hsa04130	SNARE interactions in vesicular transport	0.028157442774944714	0.27932183232745156	33	8
path:hsa04150	mTOR signaling pathway	0.026298738107702623	0.27932183232745156	155	26
path:hsa00514	Other types of O-glycan biosynthesis	0.03550282332630227	0.3261000068489987	47	10
path:hsa04217	Necroptosis	0.03493708527340212	0.3261000068489987	159	26
path:hsa00071	Fatty acid degradation	0.04918716424007506	0.3754332052518261	43	9
path:hsa00190	Oxidative phosphorylation	0.04435108947349138	0.3754332052518261	133	22
path:hsa00630	Glyoxylate and dicarboxylate metabolism	0.047030834965272335	0.3754332052518261	30	7
path:hsa04072	Phospholipase D signaling pathway	0.04517624579676584	0.3754332052518261	148	24
path:hsa04152	AMPK signaling pathway	0.04995683779560589	0.3754332052518261	120	20
path:hsa04510	Focal adhesion	0.04646827345752655	0.3754332052518261	201	31
path:hsa00052	Galactose metabolism	0.055033247997177556	0.38746668570962445	31	7
path:hsa04919	Thyroid hormone signaling pathway	0.05374725866332161	0.38746668570962445	121	20
path:hsa04922	Glucagon signaling pathway	0.056245164054622904	0.38746668570962445	107	18
path:hsa04136	Autophagy	0.06383332776940007	0.4278558185624653	32	7
path:hsa00051	Fructose and mannose metabolism	0.07343837372876182	0.4520556358822688	33	7
path:hsa00603	Glycosphingolipid biosynthesis	0.0815598275067587	0.4520556358822688	15	4
path:hsa00604	Glycosphingolipid biosynthesis	0.0815598275067587	0.4520556358822688	15	4
path:hsa00640	Propanoate metabolism	0.0838490292362273	0.4520556358822688	34	7
path:hsa01200	Carbon metabolism	0.07313073504174525	0.4520556358822688	118	19
path:hsa04014	Ras signaling pathway	0.0703817311769315	0.4520556358822688	232	34
path:hsa04071	Sphingolipid signaling pathway	0.07821695389993225	0.4520556358822688	119	19
path:hsa04932	Non-alcoholic fatty liver disease	0.08210432080068969	0.4520556358822688	150	23
path:hsa04973	Carbohydrate digestion and absorption	0.07932813376459177	0.4520556358822688	47	9
path:hsa04210	Apoptosis	0.08828608149521923	0.4658499619322206	136	21
path:hsa04724	Glutamatergic synapse	0.09217913209399428	0.4762588491523038	114	18
path:hsa04979	Cholesterol metabolism	0.10795959537090327	0.5464077479996737	50	9
path:hsa00515	Mannose type O-glycan biosynthesis	0.11189298666969218	0.5549892138816732	23	5
path:hsa00120	Primary bile acid biosynthesis	0.1188429033570636	0.5640349687620467	17	4
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0.12062135492100622	0.5640349687620467	11	3
path:hsa01524	Platinum drug resistance	0.12010282292287809	0.5640349687620467	73	12
path:hsa04621	NOD-like receptor signaling pathway	0.12281406577883275	0.5640349687620467	181	26
path:hsa04722	Neurotrophin signaling pathway	0.12525718959301513	0.5647960548921409	119	18
path:hsa04666	Fc gamma R-mediated phagocytosis	0.13282234263689285	0.5882132316776684	97	15
path:hsa04918	Thyroid hormone synthesis	0.13910402178872092	0.6052245158526806	75	12
path:hsa04137	Mitophagy	0.14409835100058002	0.6161446732438594	68	11
path:hsa00561	Glycerolipid metabolism	0.14908063804279048	0.6161999705768673	61	10
path:hsa00592	alpha-Linolenic acid metabolism	0.1468823358143096	0.6161999705768673	25	5
path:hsa04920	Adipocytokine signaling pathway	0.15495482810527228	0.6299802847558611	69	11
path:hsa03420	Nucleotide excision repair	0.15850908782952827	0.6340363513181131	47	8
path:hsa04916	Melanogenesis	0.1686796865940928	0.6640089250053177	101	15
path:hsa00280	Valine, leucine and isoleucine degradation	0.1725514132029206	0.6686367261613174	48	8
path:hsa04260	Cardiac muscle contraction	0.18446576529498537	0.7038078429716366	87	13
path:hsa04380	Osteoclast differentiation	0.20007397225595086	0.7517931078708456	128	18
path:hsa04370	VEGF signaling pathway	0.22251632499765991	0.8115301264620538	59	9
path:hsa04670	Leukocyte transendothelial migration	0.2197495977939904	0.8115301264620538	114	16
path:hsa00410	beta-Alanine metabolism	0.2502016875282005	0.8500002535204619	30	5
path:hsa03022	Basal transcription factors	0.24579520459284815	0.8500002535204619	45	7
path:hsa04730	Long-term depression	0.23746948298592557	0.8500002535204619	60	9
path:hsa00020	Citrate cycle (TCA cycle)	0.2502016875282005	0.8538040103688952	30	5
path:hsa00030	Pentose phosphate pathway	0.2502016875282005	0.8538040103688952	30	5
path:hsa04912	GnRH signaling pathway	0.2547640998681381	0.8538040103688952	93	13
path:hsa03430	Mismatch repair	0.26131021931028675	0.8640657918526815	23	4
path:hsa00730	Thiamine metabolism	0.2708224302602634	0.8673569869172966	16	3
path:hsa04612	Antigen processing and presentation	0.2688816819870157	0.8673569869172966	78	11
path:hsa04710	Circadian rhythm	0.27279776201431105	0.8673569869172966	31	5
path:hsa00260	Glycine, serine and threonine metabolism	0.29957896328139555	0.8861010490817772	40	6
path:hsa00520	Amino sugar and nucleotide sugar metabolism	0.3010622501860702	0.8861010490817772	48	7
path:hsa00780	Biotin metabolism	0.3037039885965769	0.8861010490817772	3	1
path:hsa00910	Nitrogen metabolism	0.30338947174177683	0.8861010490817772	17	3
path:hsa04064	NF-kappa B signaling pathway	0.2907889302374134	0.8861010490817772	104	14
path:hsa04625	C-type lectin receptor signaling pathway	0.2907889302374134	0.8861010490817772	104	14
path:hsa04668	TNF signaling pathway	0.2883567114347424	0.8861010490817772	112	15
path:hsa00565	Ether lipid metabolism	0.32005117387262216	0.9123297829932218	49	7
path:hsa00920	Sulfur metabolism	0.3170177466616283	0.9123297829932218	10	2
path:hsa00220	Arginine biosynthesis	0.46411300899894603	0.9564877604437239	22	3
path:hsa00230	Purine metabolism	0.5166094372171135	0.9564877604437239	130	15
path:hsa00232	Caffeine metabolism	0.5152498390521392	0.9564877604437239	6	1
path:hsa00440	Phosphonate and phosphinate metabolism	0.5152498390521392	0.9564877604437239	6	1
path:hsa00471	D-Glutamine and D-glutamate metabolism	0.45304569825351815	0.9564877604437239	5	1
path:hsa00480	Glutathione metabolism	0.47475483009952835	0.9564877604437239	57	7
path:hsa00500	Starch and sucrose metabolism	0.38987187130402423	0.9564877604437239	36	5
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0.45304569825351815	0.9564877604437239	5	1
path:hsa00533	Glycosaminoglycan biosynthesis	0.483891559917244	0.9564877604437239	14	2
path:hsa00534	Glycosaminoglycan biosynthesis	0.5240663129862582	0.9564877604437239	24	3
path:hsa00670	One carbon pool by folate	0.40107121088892433	0.9564877604437239	20	3
path:hsa00750	Vitamin B6 metabolism	0.5152498390521392	0.9564877604437239	6	1
path:hsa01210	2-Oxocarboxylic acid metabolism	0.3687411739706712	0.9564877604437239	19	3
path:hsa01230	Biosynthesis of amino acids	0.48477077491588094	0.9564877604437239	75	9
path:hsa01240	Biosynthesis of cofactors	0.5107018116829452	0.9564877604437239	156	18
path:hsa01521	EGFR tyrosine kinase inhibitor resistance	0.409284710721065	0.9564877604437239	79	10
path:hsa03050	Proteasome	0.4262903419221461	0.9564877604437239	46	6
path:hsa03320	PPAR signaling pathway	0.5013350607428113	0.9564877604437239	76	9
path:hsa04010	MAPK signaling pathway	0.48459876781577027	0.9564877604437239	294	34
path:hsa04066	HIF-1 signaling pathway	0.35507459415131015	0.9564877604437239	109	14
path:hsa04068	FoxO signaling pathway	0.4193741201950617	0.9564877604437239	131	16
path:hsa04070	Phosphatidylinositol signaling system	0.4235471572571673	0.9564877604437239	97	12
path:hsa04120	Ubiquitin mediated proteolysis	0.5307434829754754	0.9564877604437239	140	16
path:hsa04211	Longevity regulating pathway	0.43205692654535344	0.9564877604437239	89	11
path:hsa04213	Longevity regulating pathway	0.4083773200299165	0.9564877604437239	62	8
path:hsa04330	Notch signaling pathway	0.3543002829911879	0.9564877604437239	59	8
path:hsa04340	Hedgehog signaling pathway	0.455591203336957	0.9564877604437239	56	7
path:hsa04514	Cell adhesion molecules	0.5322391570211045	0.9564877604437239	149	17
path:hsa04530	Tight junction	0.4593840741243834	0.9564877604437239	169	20
path:hsa04611	Platelet activation	0.43982259956536585	0.9564877604437239	124	15
path:hsa04620	Toll-like receptor signaling pathway	0.5240104720852111	0.9564877604437239	104	12
path:hsa04622	RIG-I-like receptor signaling pathway	0.4005586324190289	0.9564877604437239	70	9
path:hsa04664	Fc epsilon RI signaling pathway	0.5152726811196984	0.9564877604437239	68	8
path:hsa04713	Circadian entrainment	0.4235471572571673	0.9564877604437239	97	12
path:hsa04714	Thermogenesis	0.39660922141891203	0.9564877604437239	232	28
path:hsa04720	Long-term potentiation	0.4978015867157352	0.9564877604437239	67	8
path:hsa04723	Retrograde endocannabinoid signaling	0.5204468695815675	0.9564877604437239	148	17
path:hsa04725	Cholinergic synapse	0.5258291289220961	0.9564877604437239	113	13
path:hsa04726	Serotonergic synapse	0.434910638222602	0.9564877604437239	115	14
path:hsa04728	Dopaminergic synapse	0.4318520444903573	0.9564877604437239	132	16
path:hsa04810	Regulation of actin cytoskeleton	0.42757622955442454	0.9564877604437239	218	26
path:hsa04911	Insulin secretion	0.5199968479210144	0.9564877604437239	86	10
path:hsa04923	Regulation of lipolysis in adipocytes	0.47475483009952835	0.9564877604437239	57	7
path:hsa04926	Relaxin signaling pathway	0.5039518615076833	0.9564877604437239	129	15
path:hsa04934	Cushing syndrome	0.4991192144719968	0.9564877604437239	155	18
path:hsa04935	Growth hormone synthesis, secretion and action	0.3754815421924469	0.9564877604437239	119	15
path:hsa04966	Collecting duct acid secretion	0.3687842913214249	0.9564877604437239	27	4
path:hsa04970	Salivary secretion	0.49242232557919036	0.9564877604437239	93	11
path:hsa04971	Gastric acid secretion	0.361458869321759	0.9564877604437239	76	10
path:hsa04976	Bile secretion	0.4472311538994307	0.9564877604437239	90	11
path:hsa04978	Mineral absorption	0.5125112037508852	0.9564877604437239	59	7
path:hsa04512	ECM-receptor interaction	0.5505563166473423	0.9625553107939889	88	10
path:hsa04520	Adherens junction	0.566336501920027	0.9625553107939889	71	8
path:hsa04540	Gap junction	0.5505563166473423	0.9625553107939889	88	10
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	0.5666656265158161	0.9625553107939889	143	16
path:hsa04727	GABAergic synapse	0.5655562394460716	0.9625553107939889	89	10
path:hsa04917	Prolactin signaling pathway	0.5495653086739954	0.9625553107939889	70	8
path:hsa04925	Aldosterone synthesis and secretion	0.5654786540849567	0.9625553107939889	98	11
path:hsa04928	Parathyroid hormone synthesis, secretion and action	0.5518458577936312	0.9625553107939889	106	12
path:hsa00010	Glycolysis / Gluconeogenesis	0.6514133228322543	0.9999999999949658	67	7
path:hsa00040	Pentose and glucuronate interconversions	0.9118559769500842	0.9999999999949658	34	2
path:hsa00053	Ascorbate and aldarate metabolism	0.9734057212982126	0.9999999999949658	30	1
path:hsa00061	Fatty acid biosynthesis	0.6232194944341083	0.9999999999949658	18	2
path:hsa00072	Synthesis and degradation of ketone bodies	0.7009747006602445	0.9999999999949658	10	1
path:hsa00140	Steroid hormone biosynthesis	0.9945189618716133	0.9999999999949658	61	2
path:hsa00240	Pyrimidine metabolism	0.7916671191798477	0.9999999999949658	57	5
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.8084335029116634	0.9999999999949658	37	3
path:hsa00270	Cysteine and methionine metabolism	0.8356299096771332	0.9999999999949658	50	4
path:hsa00310	Lysine degradation	0.8581250924292202	0.9999999999949658	63	5
path:hsa00330	Arginine and proline metabolism	0.7031409533319023	0.9999999999949658	51	5
path:hsa00340	Histidine metabolism	0.9299302430181424	0.9999999999949658	22	1
path:hsa00350	Tyrosine metabolism	0.9871500073816684	0.9999999999949658	36	1
path:hsa00360	Phenylalanine metabolism	0.8716958040710815	0.9999999999949658	17	1
path:hsa00380	Tryptophan metabolism	0.8713103458867821	0.9999999999949658	42	3
path:hsa00512	Mucin type O-glycan biosynthesis	0.7214596964218153	0.9999999999949658	32	3
path:hsa00532	Glycosaminoglycan biosynthesis	0.6811677769821995	0.9999999999949658	20	2
path:hsa00562	Inositol phosphate metabolism	0.5990176871065414	0.9999999999949658	73	8
path:hsa00590	Arachidonic acid metabolism	0.8382437045290072	0.9999999999949658	61	5
path:hsa00591	Linoleic acid metabolism	0.6559852523170955	0.9999999999949658	29	3
path:hsa00601	Glycosphingolipid biosynthesis	0.6065564648937708	0.9999999999949658	27	3
path:hsa00620	Pyruvate metabolism	0.9760953230460733	0.9999999999949658	47	2
path:hsa00650	Butanoate metabolism	0.8439381674913432	0.9999999999949658	28	2
path:hsa00760	Nicotinate and nicotinamide metabolism	0.7768028571832527	0.9999999999949658	35	3
path:hsa00770	Pantothenate and CoA biosynthesis	0.9209160664899423	0.9999999999949658	21	1
path:hsa00790	Folate biosynthesis	0.9568260354495961	0.9999999999949658	26	1
path:hsa00830	Retinol metabolism	0.8990425941998876	0.9999999999949658	68	5
path:hsa00860	Porphyrin and chlorophyll metabolism	0.718844045368245	0.9999999999949658	42	4
path:hsa00900	Terpenoid backbone biosynthesis	0.7316183594754135	0.9999999999949658	22	2
