KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.0008273472599685545	0.20270007869229584	37	12
path:hsa04330	Notch signaling pathway	0.0031373745281171287	0.38432837969434824	59	15
path:hsa04020	Calcium signaling pathway	0.006331992448612454	0.5171127166366838	240	42
path:hsa00010	Glycolysis / Gluconeogenesis	0.8264276601821999	0.9997802468094341	67	6
path:hsa00020	Citrate cycle (TCA cycle)	0.7117921492459793	0.9997802468094341	30	3
path:hsa00030	Pentose phosphate pathway	0.4881463246707891	0.9997802468094341	30	4
path:hsa00040	Pentose and glucuronate interconversions	0.9257943877621915	0.9997802468094341	34	2
path:hsa00051	Fructose and mannose metabolism	0.3574675591630696	0.9997802468094341	33	5
path:hsa00052	Galactose metabolism	0.8991170883935606	0.9997802468094341	31	2
path:hsa00053	Ascorbate and aldarate metabolism	0.8883930383242806	0.9997802468094341	30	2
path:hsa00061	Fatty acid biosynthesis	0.6508606003284078	0.9997802468094341	18	2
path:hsa00071	Fatty acid degradation	0.13308646847534383	0.9997802468094341	43	8
path:hsa00100	Steroid biosynthesis	0.70795991761526	0.9997802468094341	20	2
path:hsa00120	Primary bile acid biosynthesis	0.6191282134614694	0.9997802468094341	17	2
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0.03331566228997497	0.9997802468094341	11	4
path:hsa00140	Steroid hormone biosynthesis	0.9436341193629537	0.9997802468094341	61	4
path:hsa00190	Oxidative phosphorylation	0.8897367134263781	0.9997802468094341	134	12
path:hsa00220	Arginine biosynthesis	0.11268408826540918	0.9997802468094341	22	5
path:hsa00230	Purine metabolism	0.13851621960385524	0.9997802468094341	130	20
path:hsa00240	Pyrimidine metabolism	0.8142516565664615	0.9997802468094341	56	5
path:hsa00260	Glycine, serine and threonine metabolism	0.52775337625455	0.9997802468094341	40	5
path:hsa00270	Cysteine and methionine metabolism	0.9477679559601803	0.9997802468094341	50	3
path:hsa00280	Valine, leucine and isoleucine degradation	0.6933223331470103	0.9997802468094341	48	5
path:hsa00290	Valine, leucine and isoleucine biosynthesis	0.39838010223333487	0.9997802468094341	4	1
path:hsa00310	Lysine degradation	0.3349914341699685	0.9997802468094341	63	9
