KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa04360	Axon guidance	4.044824987214987e-06	0.00046111004854250854	182	37
path:hsa04512	ECM-receptor interaction	3.785541511241261e-06	0.00046111004854250854	88	23
path:hsa04115	p53 signaling pathway	2.79962306719198e-05	0.0021277135310659046	73	19
path:hsa04390	Hippo signaling pathway	4.4349728832336244e-05	0.002527934543443166	157	31
path:hsa04724	Glutamatergic synapse	0.0001128039662400176	0.0049198977698386446	114	24
path:hsa04964	Proximal tubule bicarbonate reclamation	0.00012947099394312222	0.0049198977698386446	23	9
path:hsa04510	Focal adhesion	0.00021272240144472668	0.006889293812649153	201	35
path:hsa04721	Synaptic vesicle cycle	0.00024172960746137378	0.006889293812649153	78	18
path:hsa04015	Rap1 signaling pathway	0.0005016127930339385	0.012707524090193108	210	35
path:hsa00330	Arginine and proline metabolism	0.0006359128360596464	0.014498812662159938	51	13
path:hsa04392	Hippo signaling pathway	0.0009490415112523715	0.019671042233230972	29	9
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.0016407571944732067	0.031174386694990928	37	10
path:hsa04024	cAMP signaling pathway	0.00318802294682096	0.055913017836552226	216	33
path:hsa04151	PI3K-Akt signaling pathway	0.005229423586370057	0.08516489840659806	354	48
path:hsa00471	D-Glutamine and D-glutamate metabolism	0.007096220668684204	0.09517284190941167	5	3
path:hsa04540	Gap junction	0.007051902119589991	0.09517284190941167	88	16
path:hsa04974	Protein digestion and absorption	0.0067607600119241155	0.09517284190941167	103	18
path:hsa00100	Steroid biosynthesis	0.008169015126068888	0.10347419159687259	20	6
path:hsa00340	Histidine metabolism	0.013382338515128068	0.12204692725796798	22	6
path:hsa04261	Adrenergic signaling in cardiomyocytes	0.012092416964091808	0.12204692725796798	150	23
path:hsa04350	TGF-beta signaling pathway	0.013207896331787735	0.12204692725796798	94	16
path:hsa04810	Regulation of actin cytoskeleton	0.011841095658480509	0.12204692725796798	218	31
path:hsa04911	Insulin secretion	0.013009147703573082	0.12204692725796798	86	15
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications	0.010969736652141694	0.12204692725796798	100	17
path:hsa00220	Arginine biosynthesis	0.013382338515128068	0.12713221589371665	22	6
path:hsa04010	MAPK signaling pathway	0.015756276429556806	0.13817042407457508	294	39
path:hsa00360	Phenylalanine metabolism	0.016986608811692103	0.13831952889520713	17	5
path:hsa04919	Thyroid hormone signaling pathway	0.016887316590076383	0.13831952889520713	121	19
path:hsa04072	Phospholipase D signaling pathway	0.01947660387090596	0.1488318264366517	148	22
path:hsa04330	Notch signaling pathway	0.01958313505745417	0.1488318264366517	59	11
path:hsa01230	Biosynthesis of amino acids	0.0209641693726415	0.15418808441813747	75	13
path:hsa04971	Gastric acid secretion	0.023204667879298913	0.16533325864000475	76	13
path:hsa04014	Ras signaling pathway	0.02669873955952245	0.18446401877488236	232	31
path:hsa00260	Glycine, serine and threonine metabolism	0.02965876761835852	0.1988882063819336	40	8
path:hsa04934	Cushing syndrome	0.03131451505794173	0.2039916980917347	155	22
path:hsa04340	Hedgehog signaling pathway	0.03337217768645562	0.21135712534755224	56	10
path:hsa00600	Sphingolipid metabolism	0.03607161291277628	0.21408916409208925	49	9
path:hsa04310	Wnt signaling pathway	0.03597766536644283	0.21408916409208925	166	23
path:hsa04728	Dopaminergic synapse	0.038233338819405396	0.21408916409208925	132	19
path:hsa04925	Aldosterone synthesis and secretion	0.03849849003410377	0.21408916409208925	98	15
path:hsa01522	Endocrine resistance	0.03849849003410377	0.2194413931943915	98	15
path:hsa04630	JAK-STAT signaling pathway	0.047902448401599254	0.2600418627515388	162	22
path:hsa04012	ErbB signaling pathway	0.051938273419592354	0.2749332331129705	85	13
path:hsa04960	Aldosterone-regulated sodium reabsorption	0.053057290600748694	0.2749332331129705	37	7
path:hsa04961	Endocrine and other factor-regulated calcium reabsorption	0.055867214202709126	0.28306055196039287	53	9
path:hsa01521	EGFR tyrosine kinase inhibitor resistance	0.06293245484161836	0.30044790854094966	79	12
path:hsa04260	Cardiac muscle contraction	0.060674148690488705	0.30044790854094966	87	13
path:hsa04514	Cell adhesion molecules	0.06325219127177888	0.30044790854094966	149	20
path:hsa04670	Leukocyte transendothelial migration	0.06529378182486761	0.3038159644095881	114	16
path:hsa04713	Circadian entrainment	0.06724925911531052	0.30665662156581597	97	14
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.07204105396144614	0.32206588829822974	98	14
path:hsa04066	HIF-1 signaling pathway	0.08312338513528546	0.3644640732854824	109	15
path:hsa00380	Tryptophan metabolism	0.09319649767975466	0.386341844926983	42	7
path:hsa04020	Calcium signaling pathway	0.09129099231269042	0.386341844926983	240	29
path:hsa04720	Long-term potentiation	0.09298630246832557	0.386341844926983	67	10
path:hsa00561	Glycerolipid metabolism	0.11348486661836163	0.46204552837475804	61	9
path:hsa04070	Phosphatidylinositol signaling system	0.11867393017562658	0.4710596148414932	97	13
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	0.11983095465266057	0.4710596148414932	143	18
path:hsa00770	Pantothenate and CoA biosynthesis	0.12755468431711514	0.4929231868525805	21	4
path:hsa00310	Lysine degradation	0.1316682177344905	0.5001355382388105	63	9
path:hsa04976	Bile secretion	0.1338081922481028	0.5001355382388105	90	12
path:hsa04218	Cellular senescence	0.1414542078993416	0.5119295143023791	156	19
path:hsa04929	GnRH secretion	0.14130058681876087	0.5119295143023791	64	9
path:hsa04973	Carbohydrate digestion and absorption	0.14634853262773964	0.5213666474863224	47	7
path:hsa00230	Purine metabolism	0.15661530994206635	0.5398476720974669	130	16
