KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa03020	RNA polymerase	0.0004820895420117017	0.11039850512067968	31	8
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0.003498325360932926	0.33419823520914343	11	4
path:hsa03010	Ribosome	0.004378142819333757	0.33419823520914343	158	19
path:hsa00564	Glycerophospholipid metabolism	0.007685008988685476	0.3519734116817948	98	13
path:hsa04960	Aldosterone-regulated sodium reabsorption	0.007139189094177212	0.3519734116817948	37	7
path:hsa04140	Autophagy	0.011214540507659219	0.4280216293756602	137	16
path:hsa04962	Vasopressin-regulated water reabsorption	0.018254008171217674	0.597166838744121	44	7
path:hsa00440	Phosphonate and phosphinate metabolism	0.04947320691166346	0.9952656100248555	6	2
path:hsa04130	SNARE interactions in vesicular transport	0.05215365642051645	0.9952656100248555	33	5
path:hsa04136	Autophagy	0.046542774174803125	0.9952656100248555	32	5
path:hsa04144	Endocytosis	0.04258233958622101	0.9952656100248555	252	23
path:hsa04211	Longevity regulating pathway	0.05021579972222962	0.9952656100248555	89	10
path:hsa00010	Glycolysis / Gluconeogenesis	0.7990828475935191	0.9999999999959512	67	3
path:hsa00020	Citrate cycle (TCA cycle)	0.8564860066532254	0.9999999999959512	30	1
path:hsa00030	Pentose phosphate pathway	0.8564860066532254	0.9999999999959512	30	1
path:hsa00040	Pentose and glucuronate interconversions	0.636946675700367	0.9999999999959512	34	2
path:hsa00051	Fructose and mannose metabolism	0.8818638632014297	0.9999999999959512	33	1
path:hsa00052	Galactose metabolism	0.865498284002331	0.9999999999959512	31	1
path:hsa00053	Ascorbate and aldarate metabolism	0.8564860066532254	0.9999999999959512	30	1
path:hsa00061	Fatty acid biosynthesis	0.6876983604798553	0.9999999999959512	18	1
path:hsa00062	Fatty acid elongation	0.8256712125571908	0.9999999999959512	27	1
path:hsa00071	Fatty acid degradation	0.2808958312503945	0.9999999999959512	43	4
path:hsa00100	Steroid biosynthesis	0.7256311084013991	0.9999999999959512	20	1
path:hsa00120	Primary bile acid biosynthesis	0.6668131301937916	0.9999999999959512	17	1
path:hsa00140	Steroid hormone biosynthesis	0.7440429322634754	0.9999999999959512	61	3
path:hsa00190	Oxidative phosphorylation	0.3195752200041676	0.9999999999959512	133	10
path:hsa00230	Purine metabolism	0.2948190656510623	0.9999999999959512	130	10
path:hsa00232	Caffeine metabolism	0.3213117611124963	0.9999999999959512	6	1
path:hsa00240	Pyrimidine metabolism	0.7010915722969753	0.9999999999959512	57	3
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.6827525146551451	0.9999999999959512	37	2
path:hsa00260	Glycine, serine and threonine metabolism	0.9250025155584702	0.9999999999959512	40	1
path:hsa00270	Cysteine and methionine metabolism	0.8292916115940141	0.9999999999959512	50	2
path:hsa00280	Valine, leucine and isoleucine degradation	0.35302896292393404	0.9999999999959512	48	4
path:hsa00310	Lysine degradation	0.7636047207416586	0.9999999999959512	63	3
path:hsa00330	Arginine and proline metabolism	0.9633104002298405	0.9999999999959512	51	1
path:hsa00340	Histidine metabolism	0.7589654810442914	0.9999999999959512	22	1
path:hsa00350	Tyrosine metabolism	0.6680326238025878	0.9999999999959512	36	2
path:hsa00380	Tryptophan metabolism	0.7484878091827194	0.9999999999959512	42	2
path:hsa00410	beta-Alanine metabolism	0.11455295026646939	0.9999999999959512	30	4
path:hsa00430	Taurine and hypotaurine metabolism	0.5087704666285797	0.9999999999959512	11	1
path:hsa00450	Selenocompound metabolism	0.6668131301937916	0.9999999999959512	17	1
path:hsa00480	Glutathione metabolism	0.9751704638130536	0.9999999999959512	57	1
path:hsa00500	Starch and sucrose metabolism	0.9027623118605115	0.9999999999959512	36	1
path:hsa00510	N-Glycan biosynthesis	0.6132320235674661	0.9999999999959512	50	3
path:hsa00512	Mucin type O-glycan biosynthesis	0.3235022692786176	0.9999999999959512	32	3
path:hsa00513	Various types of N-glycan biosynthesis	0.919970556434808	0.9999999999959512	39	1
path:hsa00514	Other types of O-glycan biosynthesis	0.5706593211759475	0.9999999999959512	47	3
path:hsa00515	Mannose type O-glycan biosynthesis	0.7740848578294375	0.9999999999959512	23	1
path:hsa00520	Amino sugar and nucleotide sugar metabolism	0.8116170459102882	0.9999999999959512	48	2
path:hsa00531	Glycosaminoglycan degradation	0.11188188846703766	0.9999999999959512	19	3
path:hsa00534	Glycosaminoglycan biosynthesis	0.7882578212010725	0.9999999999959512	24	1
path:hsa00561	Glycerolipid metabolism	0.08468979883057937	0.9999999999959512	61	7
path:hsa00562	Inositol phosphate metabolism	0.9481759184072137	0.9999999999959512	73	2
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.8015434889350996	0.9999999999959512	25	1
path:hsa00565	Ether lipid metabolism	0.36754579071258425	0.9999999999959512	49	4
path:hsa00590	Arachidonic acid metabolism	0.9023008641264113	0.9999999999959512	61	2
path:hsa00591	Linoleic acid metabolism	0.8468712971664525	0.9999999999959512	29	1
path:hsa00592	alpha-Linolenic acid metabolism	0.46940179565576856	0.9999999999959512	25	2
path:hsa00600	Sphingolipid metabolism	0.36754579071258425	0.9999999999959512	49	4
path:hsa00604	Glycosphingolipid biosynthesis	0.620769773108109	0.9999999999959512	15	1
path:hsa00620	Pyruvate metabolism	0.8021816694842079	0.9999999999959512	47	2
path:hsa00630	Glyoxylate and dicarboxylate metabolism	0.8564860066532254	0.9999999999959512	30	1
path:hsa00640	Propanoate metabolism	0.16035209169919443	0.9999999999959512	34	4
path:hsa00650	Butanoate metabolism	0.25384177093223215	0.9999999999959512	28	3
path:hsa00670	One carbon pool by folate	0.35855234697878935	0.9999999999959512	20	2
path:hsa00730	Thiamine metabolism	0.6445345144719701	0.9999999999959512	16	1
path:hsa00740	Riboflavin metabolism	0.40361307499415705	0.9999999999959512	8	1
path:hsa00770	Pantothenate and CoA biosynthesis	0.3815204035589579	0.9999999999959512	21	2
path:hsa00830	Retinol metabolism	0.8072246166966514	0.9999999999959512	68	3
path:hsa00860	Porphyrin and chlorophyll metabolism	0.2667154714007177	0.9999999999959512	42	4
path:hsa00900	Terpenoid backbone biosynthesis	0.7589654810442914	0.9999999999959512	22	1
path:hsa00970	Aminoacyl-tRNA biosynthesis	0.5988521511039884	0.9999999999959512	66	4
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	0.7277958844104617	0.9999999999959512	78	4
path:hsa00982	Drug metabolism	0.4718730409353191	0.9999999999959512	72	5
path:hsa00983	Drug metabolism	0.8849600510558766	0.9999999999959512	80	3
path:hsa01040	Biosynthesis of unsaturated fatty acids	0.23673541328469622	0.9999999999959512	27	3
path:hsa01100	Metabolic pathways	0.450728118915178	0.9999999999959512	1496	95
path:hsa01200	Carbon metabolism	0.8692759969048264	0.9999999999959512	118	5
path:hsa01212	Fatty acid metabolism	0.2835988192165102	0.9999999999959512	57	5
path:hsa01230	Biosynthesis of amino acids	0.9923200463264701	0.9999999999959512	75	1
path:hsa01240	Biosynthesis of cofactors	0.26958641363284697	0.9999999999959512	156	12
path:hsa01521	EGFR tyrosine kinase inhibitor resistance	0.8797476896555297	0.9999999999959512	79	3
path:hsa01522	Endocrine resistance	0.9498920346499473	0.9999999999959512	98	3
path:hsa01523	Antifolate resistance	0.5861176863191183	0.9999999999959512	31	2
path:hsa01524	Platinum drug resistance	0.3052469359294685	0.9999999999959512	73	6
path:hsa02010	ABC transporters	0.5407227844378315	0.9999999999959512	45	3
path:hsa03008	Ribosome biogenesis in eukaryotes	0.8266165071775027	0.9999999999959512	110	5
path:hsa03013	RNA transport	0.8313788737356897	0.9999999999959512	186	9
path:hsa03015	mRNA surveillance pathway	0.26888570915937854	0.9999999999959512	98	8
path:hsa03018	RNA degradation	0.5552578835597785	0.9999999999959512	79	5
path:hsa03022	Basal transcription factors	0.05952418921406714	0.9999999999959512	45	6
path:hsa03030	DNA replication	0.9027623118605115	0.9999999999959512	36	1
path:hsa03040	Spliceosome	0.9873718579794741	0.9999999999959512	151	4
path:hsa03050	Proteasome	0.15785797501199084	0.9999999999959512	46	5
path:hsa03060	Protein export	0.7740848578294375	0.9999999999959512	23	1
path:hsa03320	PPAR signaling pathway	0.5202490382910108	0.9999999999959512	76	5
path:hsa03420	Nucleotide excision repair	0.07079362622828969	0.9999999999959512	47	6
path:hsa03440	Homologous recombination	0.7363533810363697	0.9999999999959512	41	2
path:hsa03450	Non-homologous end-joining	0.56837975553265	0.9999999999959512	13	1
path:hsa03460	Fanconi anemia pathway	0.86022693769991	0.9999999999959512	54	2
path:hsa04010	MAPK signaling pathway	0.9321903999106036	0.9999999999959512	294	13
path:hsa04012	ErbB signaling pathway	0.281021563900475	0.9999999999959512	85	7
path:hsa04014	Ras signaling pathway	0.86792687621376	0.9999999999959512	232	11
path:hsa04015	Rap1 signaling pathway	0.5571509748778551	0.9999999999959512	210	13
path:hsa04020	Calcium signaling pathway	0.8287695453970519	0.9999999999959512	240	12
path:hsa04022	cGMP-PKG signaling pathway	0.4745789234323895	0.9999999999959512	167	11
path:hsa04024	cAMP signaling pathway	0.7073798493138486	0.9999999999959512	216	12
path:hsa04060	Cytokine-cytokine receptor interaction	0.999866597887559	0.9999999999959512	295	6
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor	0.9985025600563677	0.9999999999959512	100	1
path:hsa04062	Chemokine signaling pathway	0.9983580980638291	0.9999999999959512	192	4
path:hsa04064	NF-kappa B signaling pathway	0.9624791520365417	0.9999999999959512	104	3
path:hsa04066	HIF-1 signaling pathway	0.9706344203662638	0.9999999999959512	109	3
path:hsa04068	FoxO signaling pathway	0.3030160190991477	0.9999999999959512	131	10
path:hsa04070	Phosphatidylinositol signaling system	0.2598550152446665	0.9999999999959512	97	8
path:hsa04071	Sphingolipid signaling pathway	0.12395819537064377	0.9999999999959512	119	11
path:hsa04072	Phospholipase D signaling pathway	0.2145904428643769	0.9999999999959512	148	12
path:hsa04080	Neuroactive ligand-receptor interaction	0.9136602706152006	0.9999999999959512	341	16
path:hsa04114	Oocyte meiosis	0.18256742092668538	0.9999999999959512	129	11
path:hsa04120	Ubiquitin mediated proteolysis	0.3788120632458144	0.9999999999959512	140	10
path:hsa04137	Mitophagy	0.6226778502514829	0.9999999999959512	68	4
path:hsa04141	Protein processing in endoplasmic reticulum	0.5067515598858219	0.9999999999959512	171	11
path:hsa04142	Lysosome	0.5534267972827348	0.9999999999959512	128	8
path:hsa04145	Phagosome	0.3525078080426296	0.9999999999959512	152	11
path:hsa04146	Peroxisome	0.7631938287753026	0.9999999999959512	82	4
path:hsa04150	mTOR signaling pathway	0.10471887251915774	0.9999999999959512	155	14
path:hsa04151	PI3K-Akt signaling pathway	0.5454399850422779	0.9999999999959512	354	22
path:hsa04152	AMPK signaling pathway	0.4789094985656247	0.9999999999959512	120	8
path:hsa04210	Apoptosis	0.7554583341909779	0.9999999999959512	136	7
path:hsa04213	Longevity regulating pathway	0.5486158387082857	0.9999999999959512	62	4
path:hsa04217	Necroptosis	0.9999691395421962	0.9999999999959512	159	1
path:hsa04218	Cellular senescence	0.8647848003071194	0.9999999999959512	156	7
path:hsa04260	Cardiac muscle contraction	0.6418963180203561	0.9999999999959512	87	5
path:hsa04261	Adrenergic signaling in cardiomyocytes	0.3364726239965723	0.9999999999959512	150	11
path:hsa04270	Vascular smooth muscle contraction	0.3195752200041676	0.9999999999959512	133	10
path:hsa04310	Wnt signaling pathway	0.9530892577879083	0.9999999999959512	166	6
path:hsa04330	Notch signaling pathway	0.891667989725763	0.9999999999959512	59	2
path:hsa04340	Hedgehog signaling pathway	0.6895365115734685	0.9999999999959512	56	3
path:hsa04350	TGF-beta signaling pathway	0.8480638202074504	0.9999999999959512	94	4
path:hsa04360	Axon guidance	0.24773763431738943	0.9999999999959512	182	14
path:hsa04370	VEGF signaling pathway	0.7232152580309518	0.9999999999959512	59	3
path:hsa04371	Apelin signaling pathway	0.9364683110485901	0.9999999999959512	137	5
path:hsa04380	Osteoclast differentiation	0.5534267972827348	0.9999999999959512	128	8
path:hsa04390	Hippo signaling pathway	0.9905345854287702	0.9999999999959512	157	4
path:hsa04392	Hippo signaling pathway	0.8468712971664525	0.9999999999959512	29	1
path:hsa04510	Focal adhesion	0.7208096955191653	0.9999999999959512	201	11
path:hsa04512	ECM-receptor interaction	0.9198961592961001	0.9999999999959512	88	3
path:hsa04514	Cell adhesion molecules	0.8321210236796187	0.9999999999959512	149	7
path:hsa04520	Adherens junction	0.45953082953149715	0.9999999999959512	71	5
path:hsa04530	Tight junction	0.6189720272211061	0.9999999999959512	169	10
path:hsa04540	Gap junction	0.4748586323679145	0.9999999999959512	88	6
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	0.9990466760354016	0.9999999999959512	143	2
path:hsa04610	Complement and coagulation cascades	0.973057751590555	0.9999999999959512	85	2
path:hsa04611	Platelet activation	0.6650326782530362	0.9999999999959512	124	7
path:hsa04612	Antigen processing and presentation	0.5437242482383814	0.9999999999959512	78	5
path:hsa04613	Neutrophil extracellular trap formation	0.9580074318900477	0.9999999999959512	190	7
path:hsa04614	Renin-angiotensin system	0.4263391918220453	0.9999999999959512	23	2
path:hsa04620	Toll-like receptor signaling pathway	0.897717952786695	0.9999999999959512	104	4
path:hsa04621	NOD-like receptor signaling pathway	0.807159889738526	0.9999999999959512	181	9
path:hsa04622	RIG-I-like receptor signaling pathway	0.9391473108329352	0.9999999999959512	70	2
path:hsa04623	Cytosolic DNA-sensing pathway	0.9119544100959385	0.9999999999959512	63	2
path:hsa04625	C-type lectin receptor signaling pathway	0.897717952786695	0.9999999999959512	104	4
path:hsa04630	JAK-STAT signaling pathway	0.8884744494985429	0.9999999999959512	162	7
path:hsa04640	Hematopoietic cell lineage	0.9876867019878954	0.9999999999959512	99	2
path:hsa04650	Natural killer cell mediated cytotoxicity	0.5802338381834238	0.9999999999959512	131	8
path:hsa04657	IL-17 signaling pathway	0.9394244081085666	0.9999999999959512	94	3
path:hsa04658	Th1 and Th2 cell differentiation	0.9817427119914327	0.9999999999959512	92	2
path:hsa04659	Th17 cell differentiation	0.9095349374451801	0.9999999999959512	107	4
path:hsa04660	T cell receptor signaling pathway	0.787733298080603	0.9999999999959512	104	5
