InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
ACOT1,ACOT1,GH14J073490,Promoter/Enhancer,0,ENSG00000258695||RIOX1||lnc-HEATR4-3||piR-52010||NUMB||HEATR4||ENSG00000259065,615.9146,Ensembl||ENCODE||CraniofacialAtlas,GATAD2A||HNRNPL||PRDM10||REST||ZNF629||TFE3||ZNF692||POLR2A||RCOR2||BACH1||FOXA1||LARP7||ZNF143||PHF21A||ZIC2||RBFOX2||PKNOX1||RXRB||SMAD5||IRF2||ZNF501||ZNF24||HDAC1||ZNF600||GTF2F1||YY1||SOX6||ZNF341||ZFX||KMT2B||SOX13||ZBTB44||KLF9||MGA||ZBTB20||TAF1||ARID3A||ZSCAN29||SP2||SP1||UBTF||ZNF524||DPF2||RELB||MTA3||ZNF10||ZXDB||SMARCA5||CTBP1||RUNX3||GATAD2B||ZBTB26||RNF2||TGIF2||ZNF444||ZNF316||CHD2||FOXA2||CBFB||ZNF580||BCL11A||NR2C2||KAT7||TCF12||ZBTB48||E2F1||ZNF592||E2F6||AFF1||MAX||ZBTB25||ZBTB17||CHD1||MBD1||ZNF217||MYC||ZNF205||SMARCB1||ZNF423||EP400||MYRF||TFDP1||NFXL1||HCFC1||ELF1||MBD2||FOXP1||TBX3||NFIC||NBN||NR2F2||ZSCAN9||CTCF||KLF8||SIN3A||TARDBP||PBX2||IKZF1||ZNF792||BCOR||SAP130||TBP||ZNF777||NR2F1||CEBPG||POLR3A||ZNF207||MIER3||ZNF335||ZNF610||GABPB1||ZNF511||KLF6||ZGPAT||ZBTB1||MXD4||ZFP69B||ETS1||GATAD1||GTF3C2||RAD21||KLF17||DRAP1||RCOR1||PHF20||ZSCAN5A||ZFP91||MAZ||CBX1||SMAD4||BCL6||SUPT5H||ZNF366||ADNP||HOMEZ||KLF5||ZNF687||HNF4A||MXI1||KLF11||SUZ12||CEBPB||VEZF1||ZNF146||IKZF5||RXRA||NRF1||THAP11||RARA||TOE1||ID3||NFIA||DMAP1||ZNF660||GLIS1||TBX21||ZNF2||ARID4B||KLF10||KLF16||YY2||TEAD3||ZNF184||SMARCA4||ARNT||ZBTB12||SP3||ZNF48||KLF1||MIER2||ZNF785||KDM1A||SREBF2||BHLHE40||MXD3||ZNF558||SOX5||ZBTB40||MNT||ZNF280D||NFYC||ZNF579||HBP1||RLF||L3MBTL2||RBPJ||NR4A1||GATA4||NKRF||ELF3||FOXA3||MLX||ESRRA||ATF7||MIXL1||POLR2B||NCOA6||ZNF547||PPARG||ZSCAN21||ZNF121||ZNF704||GLIS2||SP5||ZBTB8A||ZBED1||CHD4||PML||ERF||MLLT1||GMEB1||KAT8||ATF1||RERE||AHR||ZEB2,-752
ACOT1,ACOT1,GH14J073507,Enhancer,3,piR-35674-144||ENSG00000258443||ENSG00000258695||HEATR4,0.409542,Ensembl||ENCODE,,14480
ACOT1,ACOT1,GH14J073506,Enhancer,2,piR-35674-144||RF00017-1612||ENSG00000258695||HEATR4,0.409542,Ensembl,,13480
ACOT1,ACOT1,GH14J073510,Enhancer,2,piR-35674-144||RF00017-1612||ENSG00000258695||HEATR4,4.87416,Ensembl,,13880
ACOT1,ACOT1,GH14J073509,Enhancer,2,piR-35674-144||RF00017-1612||ENSG00000258695||HEATR4||ENSG00000259065,0.409542,Ensembl,,13080
ACOT1,ACOT1,GH14J073476,Enhancer,5,lnc-HEATR4-4||piR-50443-119||RIOX1||ENSG00000251393||ENSG00000258695||NUMB||lnc-HEATR4-3||HEATR4||DNAL1||ENSG00000259065,10.87325,Ensembl||ENCODE||dbSUPER,SP1||GATAD2A||PRDM1||RELA||TCF12||IKZF2||TRIM22||CEBPA||MNT||ARID3A||PAX8||RELB||RUNX3||GATAD2B||NFE2||BCLAF1||ZBTB40||CBFB||ZNF592||SMC3||TEAD1||TFDP1||KDM6A||BCL11A||ARNT||ELF1||NBN||USF2||HDGF||IKZF1||SAP130||JUNB||ZNF207||BHLHE40||CHD1||ZGPAT||IRF4||BATF||EBF1||ZFP91||BCL6||HOMEZ||HNF4A||KLF5||TBP||TBL1XR1||IKZF5||ATF2||THAP11||NFIA||DMAP1||TBX21||ARID4B||KDM1A||ZBTB33||ATF7||TEAD3||NFATC1||HMG20A||MTA2||YY1||TARDBP||HNF4G||ZNF580||RBPJ||FOXA3||ZNF687||CEBPG||SPI1||CREB1||ZNF384||ZNF644||ZBED1||ERF||MLLT1||RAD51||KAT8,-15220
ACOT1,ACOT1,GH14J073508,Enhancer,3,piR-35674-144||ENSG00000258443||ENSG00000258695||HEATR4,0.3721704,Ensembl,CTCF||RAD21||SMC3||NR2F1||ZNF384||ZNF217,15762
ACOT1,ACOT1,GH14J073473,Enhancer,6,lnc-HEATR4-4||piR-41306-080||ENSG00000251393||NUMB||RIOX1,11.12965,ENCODE,CTCF||FOXA1||ZNF143||REST||RAD21||TRIM22||SCRT2||ZNF792||ZNF10||SMARCA5||RUNX3||ZKSCAN8||ZNF444||BCLAF1||SMC3||SCRT1||NFIC||NBN||RFX5||NFIB||ZNF654||ZNF24||ZNF2||ZNF664||YY1||INSM2||RB1||ZNF384||ARID2||MLLT1||ZBTB33,-20730
ACOT1,ACOT1,GH14J073464,Promoter/Enhancer,8,ENSG00000251393||ENSG00000284930||piR-50437-186||NUMB||ENSG00000258695||RIOX1||HEATR4||ENSG00000258376||RBM25||PSEN1||ZNF410||DCAF4||ZFYVE1||MIDEAS,12.10552,Ensembl||FANTOM5||ENCODE||dbSUPER,BACH1||JUND||FOXA1||TCF12||IKZF2||TRIM22||SCRT2||EED||ARID3A||ZSCAN29||UBTF||PAX8||DPF2||RELB||EGR1||CEBPB||CTBP1||RUNX3||GATAD2B||NFE2||ZNF316||BCLAF1||NR2C2||FOS||FOSL1||MAFG||BCL11A||ARNT||NFIC||NBN||ZFHX2||IKZF1||BMI1||NR2F1||JUNB||MAFK||BATF||HNF4A||FEZF1||STAT5A||ATF3||ATF2||TBX21||ATF7||MEIS2||MTA2||BHLHE40||TCF7||ZNF217||ZNF24||EGR2||NFE2L2||NR2C1||PPARG||CBFA2T3||SPI1||ZNF644||EMSY||ETV6||CREM||ZNF680||MLLT1,-25865
ACOT1,ACOT1,GH14J073549,Enhancer,6,HEATR4||NT5CP2||ISCA2,12.09702,Ensembl,KDM1A||SP1,57880
