InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
FOS,FOS,GH14J075273,Promoter/Enhancer,272.8426,ENCODE||EPDnew||Ensembl||CraniofacialAtlas||FANTOM5||dbSUPER,296,0,HCFC1||DPF2||ZNF580||SP1||POLR2A||ATF2||KLF17||JUND||SIX5||NCOR1||ZNF600||RCOR1||ZIC2||CEBPG||BRCA1||YY1||ZBTB10||CEBPA||REST||ZNF207||DEK||CTCF||CEBPB||CHD2||ZNF592||MBD2||NONO||ELK1||HES1||CHD1||SIN3A||ZMYM3||TCF12||ZNF639||ZNF217||ZNF341||NR2C1||BHLHE40||SMAD5||ELF1||TAF9B||ZNF623||FOXA2||CTBP1||SAP130||KLF9||SIX4||MAFF||SP2||ZBTB7B||RUNX1||TARDBP||NKRF||SIN3B||MLLT1||STAT3||ZNF316||NBN||TBP||RXRA||DDX20||CBFB||ZBTB5||SKIL||TCF7L2||ZBTB33||MYNN||RBM22||NFE2||ZKSCAN1||DRAP1||DMAP1||GLI4||MAFK||NUFIP1||CREM||ZNF843||CBX1||MAX||SUPT5H||ZBTB48||RAD21||GTF2F1||SPI1||ZNF318||KLF16||MYC||TAF1||PKNOX1||PRDM10||MAZ||EP400||FOXK2||ZNF189||FOXA1||FOXM1||SMARCA4||ZNF2||ZEB2||NRF1||MAFG||NFE2L2||SMARCE1||CBX2||SRF||IKZF1||ZFP37||ZNF384||RB1||BMI1||HMG20A||ZNF664||EGR1||HBP1||NR2F1||MXD3||TAF7||RBPJ||MTA3||ZNF48||HNRNPL||ATF4||RFX1||STAT1||TOE1||NR2F6||ZBTB21||NFIB||BACH1||GLIS1||ZBTB40||TFAP4||BCLAF1||ZFP36||ZNF350||GATA4||CSDE1||ATF1||NCOA3||KLF1||SP7||ARID3A||L3MBTL2||ZC3H11A||RFX5||SREBF1||KLF5||HDAC1||KDM3A||ZFP41||GATA2||GABPB1||ARID1B||ARID4B||NFIL3||GMEB1||NFATC3||ZNF687||ZBTB7A||KLF10||CREB1||YY2||TBL1XR1||HLF||ATF3||ZSCAN21||ZNF24||ZSCAN4||MNT||SP3||ZNF660||ZBTB8A||DACH1||ZXDB||KHSRP||LEF1||HDGF||ZFX||EGR2||GATAD2A||NANOG||TGIF2||ZNF629||MTA1||EP300||ZNF692||KDM1A||PATZ1||KDM4B||MTA2||IKZF2||USF2||RNF2||LARP7||KAT8||TRIM24||ESRRA||MZF1||IRF3||TRIM22||ATF7||ZBTB17||GLIS2||GABPA||ZNF143||SOX6||BCL11A||ZNF512B||TFDP1||ZNF501||ELF4||SMARCA5||PPP1R10||PRDM2||U2AF1||CBX3||GATAD2B||POLR2B||RELB||KLF8||RUNX3||FOXA3||RFX3||NFXL1||ZBTB20||ZNF121||BCOR||GTF2A2||FOS||ZNF777||EZH2||ZSCAN29||CBFA2T3||NR2F2||RBFOX2||ZFHX2||PML||SKI||ZGPAT||EMSY||ZBTB26||HDAC2||PRDM1||SREBF2||ZNF335||ZNF444||XRCC5||MGA||WT1,HSALNG0102509||HSALNG0102510||RF00017-1480||lnc-TMED10-4||lnc-TMED10-5||ENSG00000258740||LINC01220||JDP2||TMED10||NEK9||BATF||ACYP1||ENSG00000258559||FLVCR2||GPATCH2L||PROX2,14,75273233,75285010
FOS,FOS,GH14J075286,Promoter/Enhancer,0.4455235,ENCODE||Ensembl||dbSUPER,7630,2,SAP130||SMAD4||ETV4||RARA||THRB||CREM||RXRB||MLX||NCOR1||XRCC5||TGIF2||TCF7||SKI,HSALNG0102511||HSALNG0102510||JDP2,14,75286084,75286827
FOS,FOS,GH14J075268,Enhancer,0.4455235,ENCODE||dbSUPER,-9456,4,ZNF384||USF1,ENSG00000283519||ENSG00000258740||ENSG00000258820||TMED10,14,75268817,75269922
FOS,FOS,GH14J075287,Enhancer,5.716019,ENCODE||dbSUPER,9289,2,TAF1||SP7||USF2||ZBTB17||SREBF1||CEBPB||USF1||ZNF335,HSALNG0102511||HSALNG0102510||LINC01220||JDP2,14,75287743,75288486
FOS,FOS,GH14J075263,Enhancer,0.4118219,ENCODE||Ensembl||dbSUPER,-14269,5,RCOR1||ZNF217||JUND||CTBP1||SMARCE1||DPF2||EP300||TARDBP||SREBF1,ENSG00000258740||ENSG00000258820||TMED10,14,75263825,75265288
FOS,FOS,GH14J075266,Enhancer,0.4118219,ENCODE||CraniofacialAtlas||dbSUPER,-11469,5,JUND||ZNF664||SOX13,ENSG00000258740||ENSG00000258820||TMED10,14,75266102,75268611
FOS,FOS,GH14J075293,Promoter/Enhancer,8.193921,ENCODE||EPDnew||Ensembl||CraniofacialAtlas||FANTOM5||dbSUPER,17611,7,HCFC1||CTCF||ZNF600||POLR2A||ZIC2||CEBPG||BRCA1||YY1||CEBPA||REST||ZNF207||MAZ||CEBPB||CHD2||ZNF592||ELK1||ZNF654||MNT||TRIM22||SIN3A||ZMYM3||ZNF217||ZNF341||MAX||CHD4||EP300||SMAD5||ELF1||BHLHE40||FEZF1||CUX1||SAP130||KLF9||RAD21||SP2||RFX5||THAP11||SMC3||SIN3B||MLLT1||SMARCA5||NBN||SMAD4||RXRA||SKIL||TCF7L2||ETV4||RARA||TEAD3||GLI4||TBP||BCL6||CBX1||SUPT5H||ZBTB48||SPI1||HDAC2||MYC||PKNOX1||PRDM10||KDM1A||ESRRA||IRF9||EP400||SOX5||SMARCA4||ZNF2||NRF1||ZC3H8||PAX5||SRF||ZBTB33||IKZF1||ZNF384||RB1||BMI1||HNF4A||EGR1||HBP1||MAFF||TAF7||DPF2||SP1||HNRNPH1||TAF1||ATF4||RFX1||BACH1||GLIS1||ZNF768||TFAP4||ZNF143||ZFP69B||ZFP36||RXRB||MEIS2||NCOA3||IKZF5||CREM||KLF1||SP7||PHF20||L3MBTL2||NR2F6||ZNF366||GABPB1||NKRF||ARID1B||ARID4B||GMEB1||ZNF687||NCOA6||KLF10||CREB1||CHD1||ATF3||SP3||ARID2||SP5||ZXDB||ATF1||EGR2||TARDBP||KLF16||GATAD2A||XRCC5||HNRNPL||TGIF2||ZNF629||MTA1||ZNF692||PATZ1||ZHX2||MTA2||HDGF||IKZF2||RNF2||LARP7||TRIM24||ZBTB26||ZKSCAN8||ZBTB17||GLIS2||ZNF579||SOX13||GABPA||SOX6||YBX1||NFRKB||GTF2F1||TCF12||ETS1||MTA3||ATF7||PHF8||CBX3||SREBF1||RELB||KLF8||FOXA3||RFX3||ETV6||CC2D1A||GATAD2B||BCOR||RCOR2||ZBTB5||AFF1||NR2F2||RBFOX2||ZFHX2||PML||HDAC1||SKI||BRD9||ZGPAT||PRDM1||ZNF335||ZNF444||BCLAF1||SCRT2||GMEB2||MGA,DPPA5P4||HSALNG0102512||LINC01220||HSALNG0102513||TMED10||JDP2||NEK9||FLVCR2||MLH3||ABCD4||FCF1||SYNDIG1L||BATF,14,75293004,75299870
FOS,FOS,GH14J075261,Enhancer,0.3740277,dbSUPER,-16466,5,MAFF||ZNF316||MAFK||ZNF366||ZNF512||ZNF512B,ENSG00000258740||ENSG00000258820||HSALNG0102504-002||TMED10,14,75261226,75263493
FOS,FOS,GH14J075249,Promoter/Enhancer,5.487908,ENCODE||Ensembl||CraniofacialAtlas||RefSeq||FANTOM5||VISTA||dbSUPER,-23784,6,HCFC1||SP1||ATF2||KLF17||JUND||ATF3||RCOR1||ZNF600||POLR2A||ZIC2||BRCA1||YY1||BCL11A||CEBPA||REST||NFIC||MAZ||CTCF||CEBPB||MBD2||TRIM22||CHD1||MNT||SIN3A||TBP||ZNF217||ZNF341||MAX||CHD4||IRF2||MXD4||RAD51||SMAD5||ELF1||PRDM1||BHLHE40||FEZF1||ZNF610||FOXA2||CTBP1||CUX1||SAP130||KLF9||SIX4||MAFF||SP2||ZBTB7B||RFX5||IRF4||THAP11||SMC3||MLLT1||SMARCA5||STAT3||ZNF316||NBN||EBF1||SMAD4||CBFB||RXRA||ZBTB33||TCF7L2||USF2||RBM22||RARA||MAFK||TEAD3||DMAP1||GLI4||ASH2L||BCL6||CREM||ATF1||GATA3||FOXP1||RAD21||ZBTB48||PRDM6||EHMT2||PKNOX1||KDM1A||ESRRA||EP400||FOXK2||TBX3||ZNF189||FOXA1||SOX5||STAT5A||ZNF2||NRF1||MAFG||PAX5||SMARCE1||CBX2||IKZF1||NFATC1||BMI1||EGR1||HNF4A||GATAD1||NR2F1||TAF7||DPF2||MTA3||TAF1||ZHX1||SIN3B||ATF4||RFX1||JUNB||TOE1||ZBTB21||NFYC||NFIB||BACH1||NFE2L2||GLIS1||TFAP4||PRDM4||ZNF398||ZFP69B||ZMYM3||NCOA3||CSDE1||MEIS2||TCF12||IKZF5||ZNF592||L3MBTL2||CEBPG||SREBF1||KLF5||HDAC1||ZNF580||GATA2||NKRF||ZBED1||ARID4B||ZNF561||GMEB1||MYC||E2F4||ZNF687||KLF10||CREB1||TBL1XR1||MLX||ARID3A||ZSCAN21||ZBTB12||NFXL1||SP3||ZNF660||CHD2||SP5||ZNF24||GATAD2B||ZXDB||SPI1||TARDBP||FOS||XRCC5||ZFX||ZNF629||MTA1||CBFA2T2||EP300||U2AF2||PATZ1||ZNF512||ZHX2||MTA2||HDGF||OSR2||IKZF2||KAT8||ZNF239||ZBTB26||HNF4G||PRDM10||ATF7||ZBTB17||GLIS2||ZNF579||SOX13||GABPA||ZNF143||SOX6||GTF2F1||ZNF512B||TFDP1||EED||ZNF207||ETS1||ZNF501||ZSCAN29||PPP1R10||CBX3||RNF2||RELB||KLF8||RUNX3||FOXA3||RFX3||ETV6||RFXANK||ZBTB40||ZBTB20||USF1||ARNT||BCOR||NR2F2||MEF2D||ZFHX2||TFE3||SKI||BRD9||ZGPAT||ZBTB2||PBX2||EMSY||SMARCA4||ZNF335||ZNF444||BCLAF1||SCRT2||GMEB2||ERF||E2F1||ZBTB44||ELK1||MGA,ENSG00000258820||hsa-miR-5095-136||ENSG00000258740||HSALNG0102504-002||HSALNG0102504-001||TMED10||NEK9||MLH3||ABCD4||ENSG00000258559||PROX2||IFT43||YLPM1||GPATCH2L,14,75249038,75261045
FOS,FOS,GH14J075300,Promoter/Enhancer,0.3528529,ENCODE||Ensembl||dbSUPER,22841,7,NCOR1||CEBPG||CEBPA||CTCF||ZNF592||ARNT||SAP130||ELF1||ZNF316||RXRA||SKIL||CBX1||SPI1||ZNF318||HDAC2||MYC||MAX||EP400||SMARCA4||ZEB2||NRF1||NCOA1||ZC3H8||TCF12||POLR2A||IKZF1||CHAMP1||HNF4A||EGR1||NR2F1||RAD21||ATF4||NR2F6||ZBTB40||ZMYM3||CREM||DPF2||ELF3||SP1||HDAC1||CEBPB||GABPB1||ARID1B||GMEB1||SMARCE1||PPARG||HLF||ATF3||TBL1XR1||KDM1A||KLF16||GTF2F1||CBFA2T2||ZNF24||CTBP1||TRIM24||RNF2||SOX6||ATF7||CC2D1A||LEF1||BCOR||AFF1||CBFA2T3||NR2F2||ZFHX2||NR2C1||TARDBP||ZNF444||MGA,HSALNG0102512||HSALNG0102513||JDP2||NEK9||TMED10||BATF,14,75300742,75302592
FOS,FOS,GH14J075301,Enhancer,0.3528529,ENCODE||dbSUPER,21558,7,,HSALNG0102512||HSALNG0102513||JDP2||NEK9||TMED10||BATF,14,75300379,75300389
FOS,FOS,GH14J075303,Enhancer,0.3528529,ENCODE||dbSUPER,24857,7,CTCF||ZNF600||REST||ZNF654||TRIM22||TCF12||RAD21||ZNF585B||SMC3||TCF7L2||DRAP1||TEAD3||ZNF143||ETV6||KDM3A||ARID4B||MIXL1||ARID2||GATAD2A||XRCC5||CHD2||IKZF2||YY1||IKZF1||IRF2||ZBTB17||NBN||RELB||RUNX3||CC2D1A||ZBTB25||TEAD1||ERF,HSALNG0102513||HSALNG0102512||JDP2||NEK9||PROX2||YLPM1||ENSG00000258646||MLH3||IFT43,14,75303598,75303767
FOS,FOS,GH14J075307,Enhancer,0.3242404,ENCODE||Ensembl,29175,8,CTCF||YY1||REST||ZNF592||DEK||ZNF654||TRIM22||MNT||MAX||SAP130||RAD21||ZNF511||SIN3A||MIER3||SMC3||SMARCA5||MYNN||TEAD3||ASH2L||MBD1||MYC||PAX5||IKZF1||ZNF24||STAT1||BACH1||ZNF143||RXRB||ZNF217||IKZF5||ELF3||EGR1||SP1||ARID4B||TBP||ARID2||SPI1||XRCC5||CHD2||IKZF2||ZBTB33||ZBTB17||RXRA||EED||RUNX3||ZBTB25||TEAD1||PRDM1||ZNF444||BCLAF1||ERF,HSALNG0102513||LINC01220||HSALNG0102515-001||TMED10||JDP2||NEK9||ZC2HC1C||MLH3,14,75307002,75308999
FOS,FOS,GH14J075233,Enhancer,2.489246,ENCODE||FANTOM5||dbSUPER,-44233,8,JUND||RXRA||FOSL2||PRDM10||RAD21||SP1||HLF||POLR2A||ATF3||EP300||FOS||NR2F2||UBTF,HSALNG0102505||HSALNG0102504-001||HSALNG0102504-002||ENSG00000258740||TMED10,14,75233717,75235469
FOS,FOS,GH14J075236,Enhancer,0.2735989,ENCODE||CraniofacialAtlas||RefSeq||FANTOM5||VISTA||dbSUPER,-40544,7,CTCF||ZNF189||ATF4||BHLHE40||HLF||ZSCAN4||EGR2||IKZF1||POLR2A||ZBTB17||RAD21||MEF2D||ZFHX2,HSALNG0102505||hsa-miR-5095-136||HSALNG0102504-001||HSALNG0102504-002||ENSG00000258740||TMED10||JDP2,14,75236482,75240081
FOS,FOS,GH14J075322,Enhancer,0.2735989,Ensembl,43975,8,,HSALNG0102515-001||HSALNG0102513||JDP2,14,75322601,75323000
FOS,FOS,GH14J075318,Enhancer,0.2735989,Ensembl,40675,8,SPI1||ZNF16||ZFHX2,HSALNG0102513||HSALNG0102515-001||JDP2||YLPM1||GPATCH2L||MLH3,14,75317801,75321200
FOS,FOS,GH14J075247,Promoter/Enhancer,4.077365,ENCODE||Ensembl||FANTOM5||dbSUPER,-31107,6,YY1||BCL11A||CEBPA||ZMYM3||SAP130||RXRA||CBFB||RARA||DMAP1||BATF||ELF1||BHLHE40||STAT5A||PAX5||IKZF1||NFATC1||HNF4A||NR2F1||MTA3||ATF2||JUNB||ELF3||CEBPG||NR2F6||ZBED1||ARID4B||NFIL3||TBL1XR1||MLX||HLF||ARID3A||MIXL1||SP5||NCOR1||RAD51||NFKBIZ||KDM1A||TCF7||CREM||MTA2||IKZF2||TFDP1||EED||NBN||RELB||RUNX3||ETV6||ARNT||BCOR||SP1||TFE3||ZGPAT,ENSG00000258820||hsa-miR-5095-136||ENSG00000258740||HSALNG0102504-001||HSALNG0102504-002||TMED10||NEK9,14,75247093,75248345
FOS,FOS,GH14J075309,Enhancer,0.3082614,ENCODE||CraniofacialAtlas||Ensembl||FANTOM5||dbSUPER,34292,8,ZIC2||TCF12||SIN3A||RFX1||ZBTB21||ZNF398||RFX5||SP1||CREB1||HLF||ZBTB8A||SPI1||ZNF629||BMI1||RFX3||CEBPB||KDM1A||ZNF335,HSALNG0102513||LINC01220||HSALNG0102515-001||TMED10||JDP2||NEK9||ZC2HC1C||MLH3,14,75309837,75316399
FOS,FOS,GH14J075243,Enhancer,0.3082614,dbSUPER,-34163,6,JUND||ATF2||RFX5||JUN||CREB1||ATF3||ATF7,hsa-miR-5095-136||ENSG00000258820||ENSG00000258740||HSALNG0102504-001||HSALNG0102504-002||DPPA5P4||TMED10||ABCD4,14,75243974,75245351
FOS,FOS,GH14J075242,Enhancer,0.2860191,ENCODE||dbSUPER,-35933,6,ZNF341||ZMYM3||KDM1A||OSR2||BCOR||ZBTB44,hsa-miR-5095-136||ENSG00000258820||HSALNG0102504-001||HSALNG0102504-002||ENSG00000258740||DPPA5P4||TMED10||ABCD4,14,75242189,75243597
FOS,FOS,GH14J075340,Enhancer,1.846378,ENCODE||FANTOM5,62163,10,YY1||ZNF316||EBF1||RXRA||NFE2||SPI1||BATF||MAFG||RAD51||RAD21||MAFK||MAFF||MAX||SP1||ATF3||NR2F2||EMSY,HSALNG0102514||HSALNG0102515-001||HSALNG0102515-002||JDP2||BATF||FLVCR2,14,75339548,75342430
FOS,FOS,GH14J075217,Enhancer,0.2161246,Ensembl,-60825,11,IKZF1,HSALNG0102502||HSALNG0102504-001||RF00618-006||RNU4ATAC14P||TMED10||JDP2,14,75217801,75218200
FOS,FOS,GH14J075215,Enhancer,0.2161246,Ensembl||dbSUPER,-64225,11,YY1||MAX||NR2F2,HSALNG0102502||HSALNG0102504-001||RF00618-006||RNU4ATAC14P||TMED10,14,75212801,75216400
FOS,FOS,GH14J075339,Enhancer,0.2161246,FANTOM5,60413,10,CEBPB||ZFP69B||ZNF692||ATF3,HSALNG0102514||HSALNG0102515-001||HSALNG0102515-002||JDP2||BATF,14,75339169,75339308
FOS,FOS,GH14J075227,Enhancer,0.2575844,ENCODE||RefSeq||dbSUPER,-48811,8,SP1||NCOR1||ZNF10||BCL11A||CTCF||CEBPB||RCOR1||HES1||MAX||EP300||ELF1||BHLHE40||RFX5||IRF4||ZBTB33||EBF1||TBP||RXRA||TCF7L2||PAX8||TAL1||HDAC2||STAT5A||MYC||PKNOX1||FOXM1||ZEB2||PAX5||TCF12||IKZF1||MTA2||NR2F1||ARNT||NR2F6||POLR2A||TEAD4||HNF4A||L3MBTL2||HDAC1||ZNF366||KLF1||ARID1B||TBL1XR1||KDM1A||ZNF24||SPI1||KLF16||CBFA2T2||ZNF687||IKZF2||YY1||CTBP1||TRIM24||SOX6||ZNF512B||DPF2||RUNX3||ETV6||CC2D1A||GATAD2B||BCOR||CBFA2T3||ZFHX2||NR2C1||PML||SMARCA4||MGA,HSALNG0102504-002||HSALNG0102505||HSALNG0102504-001||TMED10||NEK9||JDP2||EIF2B2,14,75227955,75232074
FOS,FOS,GH14J075232,Enhancer,3.96737,ENCODE||FANTOM5||dbSUPER,-46007,8,BHLHE40||MYNN||MAX||RFX1||L3MBTL2||PKNOX1||RAD51||CTCF||MGA,HSALNG0102505||HSALNG0102504-001||HSALNG0102504-002||TMED10||NEK9||YLPM1||EIF2B2,14,75232230,75233407
FOS,FOS,GH14J075327,Enhancer,0.2575844,Ensembl,49875,8,MXD4||FOXA2||SAP130||HOMEZ||MIER3||ZSCAN9||ZNF316||SMAD4||TAL1||RARA||BCL6||THRB||CREM||FOXP1||FOXA1||SOX5||TCF12||HMG20A||TFAP4||RXRB||NR2F6||DPF2||ELF3||ARID1B||ARID4B||NFIL3||PPARG||ZNF644||MIXL1||GATAD2A||CBFA2T2||TCF7||ZKSCAN8||ZBTB17||SOX13||FOXA3||CBFA2T3||TFE3||SKI||ZGPAT||TEAD1||ERF,HSALNG0102515-001||HSALNG0102513||JDP2,14,75327402,75330000
