ABCC4	1.56361149110807
ABHD12B	0.493333333333333
ABI2	1.45629806130185
ACP6	1.46913294797688
ACSM3	3.97241379310345
ACSS3	2.16992481203008
ADAM1	1.56325301204819
ADAMTS15	0.420297462817148
ADAT1	1.38929984517461
ADH4	2.03478260869565
AFAP1L1	2.08235294117647
AFF4	1.5056450874462
AIM2	2.07111111111111
AKIRIN2-AS1	1.67573964497041
AKR1C3	2.68765133171913
AKR1E2	3.75
ALDH1B1	1.53079802955665
ALPK1	1.72329360780065
AMPD3	2.54497816593886
ANAPC1	1.65009392611146
ANKRD18A	2.4
ANKRD27	1.45355797819623
ANKRD31	1.59141630901288
ANKRD57	1.44990234375
ANO3	4.99130434782609
AP3M1	1.51785564707525
APTX	1.32252545824847
ARHGAP18	2.28525896414343
ARHGEF12	1.5098701150083
ARRDC3	1.71940298507463
ARTN	0.60327868852459
ASAP1	1.40631805350181
ASCC1	1.5016424213984
ASCC3	1.59437558179413
ATE1	1.5619420238307
ATF7IP2	1.72007504690432
ATG14	1.40119609694681
AUTS2	1.73667918066258
AVL9	1.75230822631031
BAI3	1.81116399826915
BCL2L11	1.71816809260191
BCL9	1.342934637277
BCOR	1.94768552534901
BHLHE41	1.79263098591549
BLOC1S1-RDH5	1.6327868852459
BMP2K	1.70770436145208
BRAP	1.45863640425342
BRCC3	1.41957446808511
BRI3BP	1.72838933951333
BTBD11	2.32506386602328
C10orf137	1.39356936416185
C12orf45	1.51268882175227
C12orf49	1.61478117258464
C17orf104	1.70541176470588
C17orf57	1.48047337278107
C19orf73	0.56
C1orf226	1.56904036931539
C20orf123	2.12876712328767
C20orf94	1.70574018126888
C2orf3	1.46614881439084
C2orf43	1.71887401938163
C4orf49	2.04663677130045
C5orf64	2.13571428571429
C6orf176	1.53856030596913
C9orf125	2.41376673040153
CA2	1.73816212557116
CACNA1C	1.85379683221849
CACNA2D3	3.01305841924399
CAMK1D	1.71079136690647
CAMK2D	1.52650199901418
CAMKMT	1.40545905707196
CAND1	1.66484512870444
CARD8	1.34211332312404
CBLB	1.36418338108883
CCDC102B	1.7941024314537
CDC27	1.49121338912134
CDC40	1.41371657267601
CDC7	1.69783080260304
CDH20	1.45932504440497
CDK8	1.66140552995392
CHD9	1.46009918341474
CNO	1.39005037783375
CNOT6	1.37571286472149
CNTNAP3	1.69908735332464
COL19A1	4.08169014084507
COX10	1.46019056472229
CPA5	3.025
CSDAP1	2.16
CSNK1G1	1.34058842975207
CSNK2A1P	1.74705882352941
CTSC	2.62620232172471
CTSO	1.89781962338949
CXCR7	2.5633054030627
CYFIP2	1.62036823507532
DCLK1	1.57152573711493
DCTN5	1.38204675471432
DDX52	1.44028820174122
DDX60L	2.341875
DENND5B	1.53012720374916
DEPDC4	1.53962264150943
DGCR11	1.33677419354839
DGCR5	1.99556103575832
DHX33	1.39527095123653
DKK2	2.11134246575342
DLEU1	1.38534221683828
DMXL2	1.5128794632384
DNAH14	1.63360522022839
DNAJC18	1.55106061454077
DNM1L	1.59108661794657
DNMT3B	1.77650303364589
DOCK4	1.56903553299492
DOPEY1	1.64179391607551
DOPEY2	1.70117647058824
DPY19L1P1	1.73224489795918
DUSP5P	2.09032258064516
EAF2	1.71602023608769
ECD	1.47171355498721
ECHDC3	1.86168224299065
EIF5A2	1.54502311248074
ELOVL2	1.57478908188586
EMB	3.11372549019608
ENC1	1.82915704537789
ENPP2	1.65121964014059
ENPP5	2.00222469410456
ENTPD1	1.5210332103321
ENTPD8	0.330379746835443
EPG5	1.33208939636566
EPS8	1.75357353809805
ERCC6	1.27149728471683
EXOG	1.47891262135922
FAM126A	1.54988779695117
FAM13A	1.35981308411215
FAM178A	1.61926823655749
FAM184B	1.97517899761337
FAM190B	1.57516781718638
FAM55C	1.38278900984966
FAM71F1	1.66299212598425
FAM82B	1.47584706248057
FAM86B2	2.29714285714286
FAM89A	1.69653259361997
FASTKD1	1.51390292115089
FAT3	1.57826972460816
FBP1	3.06666666666667
FBXO43	1.75652173913043
FDXACB1	1.70698689956332
FECH	1.40907164052565
FGD4	1.85423944919036
FLJ14186	1.48490945674044
FLJ42627	1.45082872928177
FLJ44635	2.4
FOXJ3	1.42711881538384
FOXN2	2.05177664974619
FOXO3B	1.42083543029693
FSIP2	1.83090052972337
FYN	1.47639786157111
G3BP1	1.53443024537623
GARNL3	1.56280661722761
GBE1	1.64112676056338
GCNT2	1.94377708978328
GIT2	1.44426749130267
GLDN	2.21470588235294
GLI3	1.46926370379304
GPC6	1.779532839963
GPD2	1.77563272513243
GPR126	2.22327633756205
GPR137B	1.64586241276171
GPR158	1.79705593719333
GPR27	2.43253588516746
GPSM2	1.31972157772622
GREB1	2.33328038125496
GREB1L	1.83903903903904
GTF2E1	1.47606263982103
GTF2H2	2.05660377358491
GTF2H3	1.51437255753365
GUF1	1.93693079956974
HFE	2.05217391304348
HIP1	1.44860422645447
HIST1H2AK	1.62616822429907
HIST1H2BK	1.56371830985916
HIST1H3J	0.358208955223881
HIVEP2	1.32165635411709
HS3ST6	2.76699029126214
HSD17B12	1.4543290746806
HSPA4L	1.80769542324828
HTATIP2	2.17210682492582
ICK	1.6385243423042
IDH1	1.52847887580984
IDI2	1.64224719101124
IDS	1.51805366891355
IFI16	1.61858630136986
IFI44	2.33036565977742
IFI44L	3.53029978586724
IGFBPL1	3.81895332390382
IL17RB	1.61508620689655
IMPG1	2.02857142857143
INSM1	2.22527472527473
INTS6	1.43249651324965
IP6K3	1.88915662650602
IQCB1	1.45619062952826
ITGA2	2.20856031128405
ITPRIPL1	2.78260869565217
KC6	3.278391959799
KCNIP4	2.00826115922718
KCTD12	2.7099948213361
KCTD20	1.44102836502709
KCTD4	1.9421052631579
KDM4D	1.54752
KDM5B	1.44635380216352
KIAA0317	1.44609607951408
KIAA0586	1.50950849793294
KIAA0922	1.36990171990172
KIAA0947	1.46393846153846
KIAA1033	1.65403684330225
KIAA1797	1.70575575937026
KLHL28	1.51947390750955
KRBA2	1.45540823447313
LARS	1.48269015275129
LCOR	1.46688963210702
LDHAL6A	1.41818181818182
LIFR	2.3469062751114
LINS	1.58278931750742
LOC100128398	1.53274900398406
LOC100128788	1.845
LOC100130691	1.40116144018583
LOC100130855	1.91009174311927
LOC100132111	3.38181818181818
LOC100292680	1.84705882352941
LOC100294145	2.27642276422764
