InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
ACOT7,ACOT7,GH01J006391,Promoter/Enhancer,1,ENSG00000271746||ESPN||RF00017-019||GPR153||RPL22||THAP3||NOL9||ZBTB48,614.6993,Ensembl||ENCODE||EPDnew||CraniofacialAtlas,GATAD2A||HNRNPL||PRDM10||ZNF629||LEF1||IKZF1||ZNF692||POLR2A||BACH1||JUND||FOXA1||LARP7||PHF21A||RBFOX2||MTA1||PATZ1||REST||SMAD5||ZNF24||DPF2||HDAC1||ZNF600||YY1||ZNF341||ZFX||GATAD2B||ZNF561||EP300||SCRT2||EED||MNT||NRF1||CTCF||NONO||KLF9||MGA||ZBTB20||TAF1||SIN3A||ARID3A||ZSCAN29||SP2||RAD21||CBX3||UBTF||ZNF184||NKRF||ZNF766||ZNF524||RELB||KLF7||MTA3||SMARCC2||EGR1||ZXDB||CTBP1||ZBTB2||FOXK2||HDGF||HDAC2||E2F5||FOXA2||OSR2||NFRKB||PHB2||USF1||NR2C2||TCF12||ZBTB11||E2F1||GABPA||ZBTB26||KLF4||AFF1||MAX||ZBTB17||MYC||ZNF205||EP400||TFDP1||FOSL1||HCFC1||MAZ||NCOR1||MXI1||ELF1||KLF13||NFIC||NBN||ZSCAN9||ARNT||CUX1||ZFHX2||KLF8||TARDBP||SAP130||TBP||NR2F1||ZNF335||NCOA1||BHLHE40||STAT1||GABPB1||ZGPAT||PRDM4||MXD4||ZNF213||ZFP69B||TAL1||DRAP1||USF2||CREM||PHF20||ATF4||SIN3B||CBX1||BCL6||RB1||SUPT5H||ZNF223||HSF1||ZNF687||CEBPB||VEZF1||ZFP64||IKZF5||KLF1||ETV1||TOE1||NFIA||ZNF660||ARID4B||NFATC3||KLF10||KLF16||DIDO1||MLLT1||SMARCA4||MITF||SP1||SRF||SP3||ZNF48||ATF2||SMARCE1||RNF2||ZNF217||HLF||TBL1XR1||RAD51||NFYC||PYGO2||HBP1||EGR2||RUNX1||L3MBTL2||RBPJ||RBM39||TEAD4||NR4A1||CBFA2T2||FOXA3||RFXANK||ATF7||BCL6B||E2F4||NR2C1||ZNF148||PPARG||CBFA2T3||SPI1||SP7||ZNF121||GLIS2||ZNF639||ZBTB8A||XRCC5||PML||CREB1||ERF||GMEB1||KAT8||ATF1,1075
ACOT7,ACOT7,GH01J006389,Enhancer,1,ENSG00000271746||RF00017-019||GPR153,0.6656286,Ensembl,IKZF1||KLF1||BHLHE40,4390
ACOT7,ACOT7,GH01J006397,Enhancer,3,ENSG00000271746||lnc-ACOT7-1||piR-58297-001||HES2,0.6656286,Ensembl,,-3710
ACOT7,ACOT7,GH01J006392,Enhancer,1,ENSG00000271746||RF00017-019||GPR153,0.6656286,ENCODE,,2645
ACOT7,ACOT7,GH01J006384,Promoter/Enhancer,1,ENSG00000271746||ESPN||RF00017-019||GPR153,617.2458,Ensembl||ENCODE||EPDnew||CraniofacialAtlas,CREB1||ZNF629||IKZF1||TARDBP||ZHX2||JUND||GABPA||PATZ1||POLR2A||ZNF600||ZBTB44||CEBPB||ZBTB20||CBX3||SP1||ZXDB||CTBP1||NR3C1||ZNF444||ZSCAN5C||CHD2||OSR2||MYNN||KLF4||ZNF217||ATF2||FOSL1||BCOR||ELF1||RCOR1||ETS1||TCF7L2||KLF17||CREM||ZNF18||HIC1||ZNF366||ZNF687||ZBTB40||MAZ||ZFP64||ATF3||PRDM6||YY1||ZNF324||GLIS1||TRIM28||ZNF24||ZNF664||FOS||ZBTB33||MEIS2||ZNF184||INSM2||RFX5||KLF1||ZNF558||ZBTB21||TAF1||KDM1A||MNT||GABPB1||EGR2||ZNF362||NFE2L2||GATA2||ZNF148||SP7||ZNF121||GLIS2||ZEB2,8456
ACOT7,ACOT7,GH01J006401,Enhancer,4,lnc-ACOT7-1||RF00017-020||ESPN||HES2,5.555617,Ensembl,MYC||MAX||NRF1,-7510
ACOT7,ACOT7,GH01J006404,Enhancer,4,lnc-ACOT7-1||RF00017-020||ESPN||HES2||ZBTB48||RPL22||NOL9||THAP3||PHF13||NPHP4||CAMTA1,0.409542,Ensembl||ENCODE,ZNF221||CTCF||ZNF629||ZNF692||MTA2||ZSCAN4||PATZ1||REST||RAD21||ZNF501||TRIM22||YY1||ZNF341||SCRT2||ZBTB44||RBAK||ZNF140||ZNF211||UBTF||ZNF639||KLF7||ZNF10||ZXDB||RUNX3||ZNF157||ZEB1||TSHZ1||ZNF585B||OSR2||ZNF138||ZNF580||BCL11A||ZNF266||SMC3||MYNN||MYC||ZKSCAN1||ZNF623||SALL1||ZBTB11||WT1||KLF8||OVOL3||ZNF184||ZNF189||ZNF610||STAT1||AEBP2||ZBTB1||PRDM4||ZNF213||ZNF530||ZNF26||ZNF654||ZNF18||HIC1||ZSCAN16||ZNF514||ZNF366||ZNF202||ZNF407||ZNF223||ZC3H11A||ZFP3||MXI1||ZNF843||ZSCAN23||VEZF1||FEZF1||EGR1||ZNF146||BCL11B||ZNF324||GLIS1||ZFP64||ZNF24||ARID4B||ZNF664||MAX||ZNF143||ZNF791||ZBTB33||ZNF433||ZFP37||NR2F6||KLF16||ZNF781||XRCC5||SP1||SP3||INSM2||RFX5||KLF1||ZNF518A||ZNF558||ZBTB21||RB1||ZNF362||ZNF670||ZNF493||GFI1B||ZNF155||ZNF19||ZNF697||ZNF547||MZF1||ZNF488||SP7||ZBTB7A||CC2D1A||ZNF548||ZNF121||ZNF560||ZNF704||GLIS2||ZNF404||ZBTB8A||ZNF680||ARID2||PRDM12||ZEB2,-10469
ACOT7,ACOT7,GH01J006410,Enhancer,4,RF00017-020||lnc-ACOT7-1||ESPN||HES2||HES3||ICMT||LINC00337,0.3721704,Ensembl,GATAD2A||PRDM10||SP1||CEBPA||CEBPB||FOXA2||ATF3||TEAD1||FOXP1||EP300||CEBPG||ZNF335||ZFP69B||ATF4||HNF4A||NFIL3||TEAD3||KLF16||JUND||HLF||FOXA3,-16110
ACOT7,ACOT7,GH01J006378,Enhancer,1,ENSG00000271746||RF00017-019||GPR153,0.3721704,Ensembl,ZBTB33||PRDM10||ZNF600||CTCF||POLR2A||RAD21||CREM||ZNF18||CEBPB||VEZF1||GLIS1||ARID4B||SMARCA4||ZNF143||ZNF121||GLIS2,15746
ACOT7,ACOT7,GH01J006412,Promoter/Enhancer,5,RF00017-020||lnc-ACOT7-3||HES2||ESPN||PLEKHG5||CHD5||LINC00337||HES3||ICMT||RNF207||RNF207-AS1||RPL22||CAMTA1,5.713293,Ensembl||ENCODE,SP1||GATAD2A||CTCF||PRDM10||RCOR2||FOXA1||ZNF143||ZIC2||ZSCAN4||RXRB||IKZF2||TRIM22||ZNF239||ZNF600||YY1||PKNOX1||CEBPA||ZNF561||MNT||EED||SOX13||CEBPB||KLF9||ZBTB20||RELB||RUNX3||BCLAF1||FOXA2||USF1||TCF12||SMC3||MAX||ZBTB17||ZSCAN18||MBD1||MYC||TEAD1||ZNF423||BCL11A||ARNT||DEK||MXI1||FOXP1||NBN||USF2||ZFHX2||SIN3A||TARDBP||IKZF1||SAP130||JUNB||BHLHE40||PRDM4||MXD4||POLR2A||EBF1||KLF17||CREM||SMAD4||BCL6||TFAP4||ZNF223||ZNF843||ZFP64||NFIL3||ATF2||RARA||GLIS1||ARID4B||ZNF664||RAD21||KDM1A||KLF10||FOS||KLF16||ATF7||TEAD3||HMG20A||XRCC5||SOX5||RAD51||RB1||ZNF579||EGR2||L3MBTL2||RBPJ||ELF3||FOXA3||MLX||CEBPG||ZBTB6||CREB1||ZNF121||SP5||ZNF404||ZBTB8A||ZBED1||ZNF680||ERF,-20607
