InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
AHR,AHR,GH07J016913,Promoter/Enhancer,250.672,ENCODE||Ensembl,-465,0,JUND||CTCF||CEBPA||REST||ZNF654||ZNF217||FOXA2||CTBP1||SAP130||RAD21||HOMEZ||MIER3||THAP11||SMC3||ZSCAN9||MLLT1||SMAD4||FOSL2||TEAD3||BCL6||FOXP1||TCF7L2||KDM1A||PRDM10||FOXK2||SOX5||SMARCE1||HMG20A||HNF4A||GATAD1||DPF2||HMG20B||ATF2||MIER2||TOE1||BHLHE40||ZNF652||RXRB||IKZF5||ELF3||ARID3A||CEBPG||NR2F6||KDM3A||NFIA||TRIM28||ARID4B||NFIL3||PPARG||ZNF644||MLX||HLF||ATF3||ZNF24||NCOR1||GATAD2A||FOS||NFKBIZ||ZNF558||KAT8||IRF2||ZBTB26||ZKSCAN8||ZBTB17||SOX13||CREB1||ATF7||TRIM22||FOXA3||CEBPB||USF1||RCOR2||RERE||ZBTB25||TFE3||EP300||ZGPAT||TEAD1||ZNF444,lnc-TSPAN13-3||HSALNG0056374||HSALNG0056375||AGR3||AGR2||TSPAN13,07,16913242,16918546
AHR,AHR,GH07J016920,Enhancer,0.4455235,ENCODE||Ensembl,5754,0,ZNF217||CTBP1||CUX1||FOXA1||SMARCE1||DPF2||NFIB||NCOA3||ZNF687||ZNF24||RAD21||EP300||SCRT2,lnc-TSPAN13-3||HSALNG0056375||AGR3||AGR2||TSPAN13||ENSG00000283321,07,16920447,16923779
AHR,AHR,GH07J016906,Enhancer,0.4455235,Ensembl,-9458,1,,HSALNG0056374||lnc-TSPAN13-3||AGR3||AGR2,07,16906801,16907000
AHR,AHR,GH07J016905,Enhancer,0.4118219,ENCODE||Ensembl,-10759,1,ZIC2||NFIC||ZNF217||JUND||CUX1||PRDM6||NFIB||ZNF18||ZNF652||NFIA||SP1||TRIM28||ZNF24||ZNF680||SOX13||EP300||TEAD1,HSALNG0056374||lnc-TSPAN13-3||AGR3||AGR2,07,16905001,16906199
AHR,AHR,GH07J016926,Enhancer,0.4118219,ENCODE,10143,0,CTCF||RAD21||SMC3||PKNOX1,HSALNG0056375||lnc-TSPAN13-3||AGR3||AGR2||ENSG00000283321,07,16926437,16926566
AHR,AHR,GH07J016904,Enhancer,0.4118219,Ensembl,-12058,1,,HSALNG0056374||lnc-TSPAN13-3||AGR3||TSPAN13,07,16904201,16904400
AHR,AHR,GH07J016933,Enhancer,0.3740277,ENCODE,17629,0,SPI1||POLR2A||IKZF1,HSALNG0056375||lnc-TSPAN13-3||ENSG00000199473||LINC02888||ENSG00000237773||ENSG00000283321,07,16933779,16934196
AHR,AHR,GH07J016934,Enhancer,0.3740277,ENCODE,19113,0,ZNF217||ESRRA,HSALNG0056375||lnc-TSPAN13-3||AGR3||ENSG00000199473||LINC02888||ENSG00000237773||ENSG00000283321,07,16934747,16936196
AHR,AHR,GH07J016900,Enhancer,0.3740277,Ensembl,-15921,2,CEBPB,HSALNG0056374||LOC100131425||AGR3||AGR2,07,16900201,16900675
AHR,AHR,GH07J016891,Enhancer,0.3528529,ENCODE||Ensembl,-24026,2,HCFC1||CTCF||ZNF654||ZNF217||FOXA2||CUX1||RAD21||SMC3||PKNOX1||FOXA1||HNF4A||ZNF24||RFX1||ZNF579||TRIM22,LOC100131425||HSALNG0056374||AGR3||AGR2,07,16891223,16893443
AHR,AHR,GH07J016940,Enhancer,11.26708,ENCODE||Ensembl,24642,3,,ENSG00000223867||piR-53063-228||lnc-TSPAN13-3||AGR3||ENSG00000237773||ENSG00000283321,07,16940202,16941800
AHR,AHR,GH07J016939,Enhancer,9.847722,Ensembl,22542,3,SPI1||FOS||JUND,ENSG00000223867||lnc-TSPAN13-2||piR-53063-228||lnc-TSPAN13-3||ENSG00000199473||LINC02888||ENSG00000237773||ENSG00000283321,07,16938001,16939800
AHR,AHR,GH07J016960,Enhancer,0.2735989,Ensembl,44339,6,,lnc-AGR3-3||piR-36588-397||lnc-TSPAN13-3||ENSG00000283321,07,16960418,16960977
AHR,AHR,GH07J016954,Enhancer,0.2860191,Ensembl,37742,6,POLR2A||SOX13,piR-36588-397||lnc-AGR3-3||lnc-TSPAN13-3||AGR3||ENSG00000283321,07,16953601,16954601
AHR,AHR,GH07J016944,Enhancer,0.3242404,Ensembl||FANTOM5,28642,5,,piR-36588-397||piR-53063-228||piR-47628-173||lnc-TSPAN13-3||AGR3||ENSG00000199473||LINC02888||ENSG00000283321,07,16944201,16945800
AHR,AHR,GH07J016889,Enhancer,0.3242404,Ensembl,-26258,2,NFE2,LOC100131425||lnc-AHR-1||AGR3||HSALNG0056374||AGR2,07,16889801,16890401
AHR,AHR,GH07J016961,Enhancer,0.2575844,ENCODE||Ensembl,45941,6,CEBPB||EP300||ZNF843,lnc-AGR3-3||piR-36588-397||lnc-TSPAN13-3||AGR3||AGR2||ENSG00000283321||TSPAN13,07,16961175,16963424
AHR,AHR,GH07J016963,Enhancer,0.2575844,Ensembl,47342,6,,lnc-AGR3-3||piR-36588-397||lnc-TSPAN13-3||AGR3||ENSG00000283321,07,16963601,16963800
AHR,AHR,GH07J016966,Enhancer,0.2414276,ENCODE||Ensembl,50904,7,,lnc-AGR3-3||HSALNG0056379||lnc-TSPAN13-3||ENSG00000237773||ENSG00000283321||ENSG00000199473||LINC02888,07,16966402,16968123
AHR,AHR,GH07J016970,Enhancer,0.2414276,Ensembl,54742,7,,lnc-AGR3-3||HSALNG0056379||lnc-TSPAN13-3||ENSG00000237773||ENSG00000283321,07,16970601,16971600
