InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
ACSBG1,ACSBG1,GH15J078240,Enhancer,2,lnc-ACSBG1-2||piR-47152||lnc-WDR61-1||ENSG00000259562||CIB2,0.6656286,Ensembl||ENCODE,CTCF||ZNF143||REST||RAD21||TRIM22||CEBPA||CEBPB||ZBTB20||UBTF||EGR1||ZNF444||BCLAF1||SMC3||GTF2F1||ZNF512B||MAZ||DEK||CEBPG||ZNF384||SKIL||ZNF654||ZHX1||ZNF24||ZFP37||YY1||XRCC5||RB1||EGR2||CC2D1A||ARID2,4555
ACSBG1,ACSBG1,GH15J078242,Enhancer,2,lnc-ACSBG1-2||piR-33422-155||piR-47152||lnc-WDR61-1||ENSG00000259708||DNAJA4||CIB2,605.9619,Ensembl||ENCODE,CTCF||IKZF1||NR2C1||CBX3||ZNF766||NR2C2||SMC3||NFIC||RAD21||MNT||ZNF335||ZNF592||NR2F1||TAL1||NR2F6||DPF2||HNF4A||HDAC2||VEZF1||SMARCA4||EGR2||NR4A1||CEBPB,1988
ACSBG1,ACSBG1,GH15J078246,Enhancer,3,piR-58297-181||ENSG00000259708||DNAJA4||ENSG00000259562||WDR61||CRABP1||LOC645752,5.994722,Ensembl,NCOR1||TAL1||TCF12||ZBTB33||CBFA2T2||CBFA2T3,-2613
ACSBG1,ACSBG1,GH15J078234,Promoter/Enhancer,3,lnc-WDR61-1||lnc-ACSBG1-2||piR-38351-173||ENSG00000259562||CIB2||CSPG4P13,605.8616,Ensembl||ENCODE||EPDnew,NRF1,11187
ACSBG1,ACSBG1,GH15J078257,Enhancer,3,DNAJA4||ENSG00000259708||LOC105370911||piR-58297-181||CRABP1||ENSG00000199633||SH2D7||TBC1D2B,0.409542,Ensembl,,-12313
ACSBG1,ACSBG1,GH15J078260,Enhancer,3,DNAJA4||ENSG00000259708||LOC105370911||piR-58297-181||CSPG4P13,0.3721704,Ensembl,POLR2A||PHF20,-15413
ACSBG1,ACSBG1,GH15J078223,Enhancer,3,piR-38351-173||lnc-WDR61-1||lnc-ACSBG1-2||CIB2,0.3504288,Ensembl,IKZF1||ZNF316||MAFF||GABPA||CREB1||MAFK||MYC||MAFG||CEBPG||ATF4||ZNF589||ATF3||ETV1||HLF||L3MBTL2||ATF7||TRIM24||EMSY,21788
ACSBG1,ACSBG1,GH15J078221,Enhancer,4,piR-38351-173||piR-61007||lnc-WDR61-1||lnc-ACSBG1-2||CIB2,4.804029,Ensembl,ZFX||PTTG1,24188
ACSBG1,ACSBG1,GH15J078219,Enhancer,4,piR-38351-173||piR-61007||lnc-WDR61-1||lnc-ACSBG1-2||CIB2,0.3222245,Ensembl,,25787
ACSBG1,ACSBG1,GH15J078195,Enhancer,5,lnc-ACSBG1-3||piR-61007||lnc-ACSBG1-2||CIB2||ENSG00000199633||SH2D7||TBC1D2B,13.72431,Ensembl||ENCODE,CTCF||ZNF143||REST||RAD21||TRIM22||YY1||ELK1||CTBP1||ZNF444||TCF12||SMC3||PKNOX1||ZNF217||NBN||ZNF654||MAZ||ZNF366||ARID4B||MEIS2||XRCC5||SMARCE1||RB1||ZNF579||SREBF1||CC2D1A||ARID2,49853
