InputTerm,Symbol,GHIDs,GHtype,Score,Sources,TSSdistance,NumGenesAway,TFBSs,OtherGeneTargets,Chromosome,Start,End
AFF1,AFF1,GH04J086933,Promoter/Enhancer,255.496,ENCODE||EPDnew||Ensembl||CraniofacialAtlas||dbSUPER,2808,4,POLR2A||KLF6||DPF2||ZNF580||KLF17||NCOR1||CTCF||ZNF600||ZNF10||DNMT3B||CEBPG||YY1||HIC1||BCL11A||ZBTB10||CEBPA||REST||NFIC||ZNF207||ZNF592||MAZ||CEBPB||RCOR1||MBD2||NONO||HES1||TRIM22||MNT||SIN3A||TBP||TCF12||ZNF639||ZNF341||MAX||ARNT||NR2C1||MXD4||SMAD5||KMT2B||HCFC1||TAF9B||BHLHE40||FEZF1||ZNF610||FOXA2||CTBP1||SAP130||KLF9||SP2||RUNX1||RFX5||MIER3||TARDBP||TRIM25||THAP11||NFATC3||ELF1||ZSCAN9||SIN3B||SMARCA5||ZNF316||NBN||SAFB||EBF1||SMAD4||RXRA||CBFB||SKIL||TCF7L2||ETV4||KAT7||FOSL2||TAL1||MYNN||RBM22||RARA||DRAP1||E4F1||TEAD3||DMAP1||JUND||ASH2L||THRB||CREM||ZNF205||FOXP1||SUPT5H||SPI1||HDAC2||MYC||PRDM6||TAF1||PRDM10||BATF||ZNF24||EP400||FOXK2||ZNF189||MLLT1||SOX5||SCRT1||STAT5A||NRF1||PAX5||ZBTB33||IKZF1||DIDO1||ZNF384||RB1||NFATC1||HMG20A||HNF4A||ZNF664||EGR1||GATAD1||NR2F1||MXD3||RBPJ||RAD21||MTA3||ZNF48||ATF2||ZNF792||ZNF362||MIER2||RFX1||JUNB||NR2F6||NFYC||BACH1||GLIS1||ZBTB40||STAT3||ZNF18||ZNF398||ZMYM3||GATA4||RXRB||MEIS2||ZNF217||NCOA3||IKZF5||ZFX||ELF3||KLF1||SP7||SP1||L3MBTL2||KLF5||HDAC1||KDM3A||GABPB1||NKRF||POU5F1||ZBED1||PKNOX1||ARID1B||ARID4B||ZNF561||NFIL3||GMEB1||SMARCE1||ZBTB7A||NCOA6||KLF10||PPARG||TBL1XR1||HLF||ARID3A||ATF3||PHF21A||KDM1A||MIXL1||SP3||ZNF660||ZBTB8A||SP5||ZXDB||ATF1||EGR2||GATAD2A||GTF2F1||ZEB2||FOS||XRCC5||NANOG||HNRNPL||NFKBIZ||ZNF629||MTA1||CBFA2T2||ZNF692||TCF7||ZNF687||PATZ1||ZNF512||MTA2||CDC5L||OSR2||IKZF2||RNF2||LEF1||KAT8||LARP7||MZF1||IRF2||ZKSCAN8||HNF4G||ZBTB17||GLIS2||SOX13||ZNF143||GABPA||SOX6||NFRKB||TFDP1||EED||CHAMP1||ZNF501||ATF7||ZSCAN29||PHF8||U2AF1||CBX3||GATAD2B||PAX8||EP300||POLR2B||RELB||KLF8||RUNX3||FOXA3||RFXANK||ZBTB20||ZNF121||BCOR||RCOR2||ZBTB11||AFF1||HMBOX1||CBFA2T3||NR2F2||ZBTB25||RBFOX2||ZFHX2||TFE3||PML||SKI||BRD9||ZGPAT||ZBTB2||TEAD1||HDGF||SMARCA4||ZBTB26||PRDM1||ZNF335||ZNF444||MIER1||BCLAF1||SCRT2||ERF||ZBTB44||MGA||UBTF,AFF1-AS1||ENSG00000284968||ENSG00000285458||HSALNG0035673||TECRP1||ENSG00000251411||C4orf36||SLC10A6||MAPK10||KLHL8,04,86933400,86941427
AFF1,AFF1,GH04J086931,Enhancer,0.6720398,Ensembl,-3205,0,,AFF1-AS1||ENSG00000284968||ENSG00000285458||LOC260422||ENSG00000251411||C4orf36,04,86931201,86931600
AFF1,AFF1,GH04J086941,Enhancer,5.165987,ENCODE||dbSUPER,7902,4,DPF2||JUND||HIC1||NFIC||CEBPB||ZNF592||NONO||MNT||ZNF639||MAX||EP300||FEZF1||RFX5||TBP||FOSL2||TAL1||ATF1||FOXP1||STAT5A||PRDM6||EP400||SMARCA4||TCF12||ZNF384||HNF4A||HDAC1||BHLHE40||ZBTB40||TEAD4||ZMYM3||CSDE1||MEIS2||SP7||JUNB||SREBF1||JUN||ZNF366||TRIM28||ARID1B||GMEB1||SMARCE1||HLF||ATF3||ZSCAN21||KDM1A||PKNOX1||DACH1||ZXDB||ZEB2||FOS||ZNF629||CBFA2T2||OSR2||RNF2||TRIM24||SOX6||CHAMP1||ATF7||CBX3||GATAD2B||TSHZ1||NCOR1||ZNF121||HMBOX1||CBFA2T3||MEF2D||PML||HDAC2||ZNF335||MYC||MTA1,ENSG00000284968||ENSG00000285458||TECRP1||HSALNG0035673||ENSG00000251411||KLHL8,04,86941708,86943308
AFF1,AFF1,GH04J086944,Promoter/Enhancer,0.4455235,Ensembl||dbSUPER,9595,4,FEZF1||ZNF24||ZNF2||ZBTB33||GLIS1||PRDM4||ZNF384||L3MBTL2||MLLT1||ZEB2||ZBTB6||ZNF501||WT1,ENSG00000284968||ENSG00000285458||TECRP1||HSALNG0035673||KLHL8,04,86944000,86944401
AFF1,AFF1,GH04J086917,Promoter/Enhancer,17.68424,ENCODE||EPDnew||Ensembl||FANTOM5||dbSUPER,-12105,0,KLF6||DPF2||KLF17||ATF3||NCOR1||CTCF||ZNF600||CEBPG||BRCA1||YY1||CEBPA||REST||ZNF207||NFIC||DEK||CEBPB||ZNF654||TRIM22||TCF12||ZNF639||MAX||EP300||IRF2||KLF11||FOXA2||SAP130||HOMEZ||RAD21||MAFF||RFX5||IRF4||MIER3||THAP11||SMC3||ZSCAN9||SMARCA5||STAT3||TBP||SMAD4||TCF7L2||FOSL2||TAL1||USF2||MYNN||RARA||TEAD3||MAFK||NUFIP1||BCL6||ZNF205||JUND||ZBTB40||SPI1||HDAC2||STAT5A||PRDM6||PRDM10||BHLHE40||THRAP3||MLLT1||SOX5||FOXM1||NRF1||ZC3H8||IKZF1||INSM2||ZNF384||RB1||HMG20A||MTA2||HDGF||ZNF792||ZBTB21||NFYC||NFE2L2||TFAP4||ZNF398||POLR2A||ZNF143||TEAD4||ZMYM3||HNF4A||RXRB||IKZF5||ELF3||SP7||ARID3A||ZNF580||NFIA||JUN||ZNF366||ARID1B||ZNF561||ARID4B||NFIL3||GMEB1||SMARCE1||NFATC3||CREB1||ZNF644||HLF||TBL1XR1||KDM1A||ZNF24||MNT||SP3||MIXL1||ZNF660||ARID2||DACH1||ZXDB||TARDBP||KLF16||GATAD2A||ZEB2||FOS||XRCC5||TGIF2||ZNF629||CBFA2T2||TCF7||PATZ1||ZNF512||ZNF680||OSR2||IKZF2||RNF2||KAT8||ZNF558||TRIM24||MZF1||ZKSCAN8||ZBTB17||RXRA||SOX6||EED||ZNF501||ATF7||YBX3||NBN||RELB||KLF8||RUNX3||FOXA3||CC2D1A||ZNF121||BCOR||AFF1||CBFA2T3||ZBTB25||SP1||PML||ZSCAN5C||ZGPAT||PHB2||TEAD1||SMARCA4||ZNF335||ZNF444||BCLAF1||MTA1||ERF,ENSG00000251411||LOC260422||AFF1-AS1||ENSG00000284968||ENSG00000285458||C4orf36||HSD17B11||PTPN13||HSD17B13,04,86915402,86929600
AFF1,AFF1,GH04J086946,Enhancer,6.633484,ENCODE||dbSUPER,13173,4,ZNF316||SCRT1||MAFG||ZNF664||ZNF3||PRDM4||MAFF||SP1||POU5F1||NANOG||RUNX3||HMBOX1||EMSY||PRDM1||SCRT2,TECRP1||ENSG00000284968||ENSG00000285458||HSALNG0035673||ENSG00000251411||KLHL8,04,86946554,86949004
AFF1,AFF1,GH04J086945,Enhancer,0.4118219,dbSUPER,10446,4,ZNF600||ZIC2||FEZF1||ZNF24||ZNF2||ZBTB33||ZNF362||GLIS1||PRDM4||L3MBTL2||MLLT1||ZBTB12||ZEB2||ZNF629||PRDM10||ZNF501||ZNF423||WT1,ENSG00000284968||ENSG00000285458||TECRP1||HSALNG0035673||KLHL8,04,86944593,86945510
AFF1,AFF1,GH04J086950,Enhancer,0.3740277,ENCODE||Ensembl||CraniofacialAtlas||dbSUPER,16594,5,ZNF384||HNF4A||ATF4||NR2F6||NANOG||EP300||CBFA2T3||NR2F1,TECRP1||ENSG00000285458||piR-60152||HSALNG0035673||KLHL8,04,86950601,86951799
AFF1,AFF1,GH04J086955,Enhancer,22.33791,dbSUPER,21520,5,FOXA2||JUND||ZNF146||SMARCE1||ATF3||FOS||PRDM1,TECRP1||piR-60152||ENSG00000285458||HSALNG0035673||ENSG00000251411||C4orf36||KLHL8,04,86955485,86956766
AFF1,AFF1,GH04J086957,Enhancer,13.30772,ENCODE||dbSUPER,22803,5,IRF4||BATF||JUND||IKZF1||MTA3||ATF2||JUNB||ZNF217||SPI1||MTA2||IKZF2||EED||DPF2||NBN||RELB||RUNX3||YY1||BCLAF1,TECRP1||piR-60152||ENSG00000285458||HSALNG0035673||C4orf36||KLHL8,04,86957360,86957458
